구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,sales_type,age,year
Volvo - S60 B5,21,24,27,23,0,0,0,0,0,0,0,0,95,법인,70~,2020
Volvo - S90 B5,59,36,56,54,0,0,0,0,0,0,0,0,205,법인,70~,2020
Volvo - S90 B6 AWD,0,0,9,20,0,0,0,0,0,0,0,0,29,법인,70~,2020
Volvo - S90 T8 AWD,7,1,12,6,0,0,0,0,0,0,0,0,26,법인,70~,2020
Volvo - V60CC B5 AWD,14,12,21,37,0,0,0,0,0,0,0,0,84,법인,70~,2020
Volvo - V90CC B5 AWD,16,14,5,15,0,0,0,0,0,0,0,0,50,법인,70~,2020
Volvo - V90CC B6 AWD,0,0,0,2,0,0,0,0,0,0,0,0,2,법인,70~,2020
Volvo - XC40 B4 AWD,21,28,63,35,0,0,0,0,0,0,0,0,147,법인,70~,2020
Volvo - XC60 B5 AWD,0,0,0,28,0,0,0,0,0,0,0,0,28,법인,70~,2020
Volvo - XC60 B6 AWD,0,0,9,16,0,0,0,0,0,0,0,0,25,법인,70~,2020
Volvo - XC60 T8 AWD,78,112,45,16,0,0,0,0,0,0,0,0,251,법인,70~,2020
Volvo - XC90 B6 AWD,0,0,20,22,0,0,0,0,0,0,0,0,42,법인,70~,2020
Volvo - XC90 T8 AWD,49,45,43,27,0,0,0,0,0,0,0,0,164,법인,70~,2020
Audi - Q2 35 TDI,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,~19,2021
BMW - 218d Gran Coupe,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,~19,2021
BMW - 520,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,~19,2021
Bentley - Continental GT V8,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,~19,2021
Honda - CR-V Hybrid,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,~19,2021
Land Rover - Defender 110 D240,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,~19,2021
MINI - MINI Cooper five-door,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,~19,2021
Maserati - Levante,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,~19,2021
Mercedes-Benz - E 250,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,~19,2021
Mercedes-Benz - E 350 4MATIC,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,~19,2021
Porsche - Cayenne Turbo Coupe,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,~19,2021
Volkswagen - Tiguan Allspace 2.0 TDI,2,0,0,0,0,0,0,0,0,0,0,0,2,개인,~19,2021
Audi - A4 40 TDI quattro,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Audi - A4 40 TFSI,4,4,11,8,0,0,0,0,0,0,0,0,27,개인,20~29,2021
Audi - A4 45 TFSI quattro,0,0,1,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Audi - A5 Cabriolet 45 TFSI quattro,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Audi - A5 Coupe 45 TFSI quattro,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Audi - A5 Sportback 40 TDI quattro,4,1,1,1,0,0,0,0,0,0,0,0,7,개인,20~29,2021
Audi - A5 Sportback 40 TFSI quattro,0,0,1,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Audi - A5 Sportback 45 TFSI quattro,2,3,7,3,0,0,0,0,0,0,0,0,15,개인,20~29,2021
Audi - A6 40 TDI,1,3,1,2,0,0,0,0,0,0,0,0,7,개인,20~29,2021
Audi - A6 40 TDI quattro,1,2,3,3,0,0,0,0,0,0,0,0,9,개인,20~29,2021
Audi - A6 45 TDI quattro,0,1,4,1,0,0,0,0,0,0,0,0,6,개인,20~29,2021
Audi - A6 45 TFSI,6,5,23,13,0,0,0,0,0,0,0,0,47,개인,20~29,2021
Audi - A6 45 TFSI quattro,11,13,17,8,0,0,0,0,0,0,0,0,49,개인,20~29,2021
Audi - A6 50 TDI quattro,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Audi - A7 45 TDI quattro,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Audi - A7 55 TFSI quattro,1,5,4,1,0,0,0,0,0,0,0,0,11,개인,20~29,2021
Audi - A8 L 50 TDI quattro,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Audi - Q2 35 TDI,1,0,1,0,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Audi - Q5 40 TDI quattro,5,1,0,0,0,0,0,0,0,0,0,0,6,개인,20~29,2021
Audi - Q7 55 TFSI quattro,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Audi - Q8 45 TDI quattro,0,0,1,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Audi - Q8 50 TDI quattro,0,1,1,0,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Audi - Q8 55 TFSI quattro,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Audi - S6 TDI,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Audi - S7 TDI,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Audi - SQ5 TDI,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Audi - e-tron 55 quattro,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
BMW - 118d Urban,14,16,22,12,0,0,0,0,0,0,0,0,64,개인,20~29,2021
BMW - 218d Gran Coupe,12,27,25,2,0,0,0,0,0,0,0,0,66,개인,20~29,2021
BMW - 320,49,86,51,74,0,0,0,0,0,0,0,0,260,개인,20~29,2021
BMW - 320 Touring,2,3,1,4,0,0,0,0,0,0,0,0,10,개인,20~29,2021
BMW - 320d,5,13,9,6,0,0,0,0,0,0,0,0,33,개인,20~29,2021
BMW - 320d Touring,0,0,1,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
BMW - 320d xDrive,2,0,0,2,0,0,0,0,0,0,0,0,4,개인,20~29,2021
BMW - 330e,2,2,9,15,0,0,0,0,0,0,0,0,28,개인,20~29,2021
BMW - 420 Coupe,0,7,13,16,0,0,0,0,0,0,0,0,36,개인,20~29,2021
BMW - 420d Coupe,0,0,3,0,0,0,0,0,0,0,0,0,3,개인,20~29,2021
BMW - 520,15,32,19,27,0,0,0,0,0,0,0,0,93,개인,20~29,2021
BMW - 523d,3,1,2,10,0,0,0,0,0,0,0,0,16,개인,20~29,2021
BMW - 523d xDrive,3,1,1,3,0,0,0,0,0,0,0,0,8,개인,20~29,2021
BMW - 530,20,15,15,15,0,0,0,0,0,0,0,0,65,개인,20~29,2021
BMW - 530 xDrive,4,7,5,4,0,0,0,0,0,0,0,0,20,개인,20~29,2021
BMW - 530e,4,5,16,12,0,0,0,0,0,0,0,0,37,개인,20~29,2021
BMW - 620d Gran Turismo,3,0,3,0,0,0,0,0,0,0,0,0,6,개인,20~29,2021
BMW - 620d xDrive Gran Turismo,0,0,3,0,0,0,0,0,0,0,0,0,3,개인,20~29,2021
BMW - 730Ld xDrive,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
BMW - 740,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
BMW - 740Li xDrive,0,0,1,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
BMW - 840 xDrive Gran Coupe,0,0,0,2,0,0,0,0,0,0,0,0,2,개인,20~29,2021
BMW - Active Tourer,8,1,3,1,0,0,0,0,0,0,0,0,13,개인,20~29,2021
BMW - M2,0,0,6,0,0,0,0,0,0,0,0,0,6,개인,20~29,2021
BMW - M235 xDrive Gran Coupe,2,3,4,2,0,0,0,0,0,0,0,0,11,개인,20~29,2021
BMW - M340,1,4,10,0,0,0,0,0,0,0,0,0,15,개인,20~29,2021
BMW - M340 xDrive Touring,0,1,1,1,0,0,0,0,0,0,0,0,3,개인,20~29,2021
BMW - M440 xDrive Coupe,0,0,0,3,0,0,0,0,0,0,0,0,3,개인,20~29,2021
BMW - M5,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
BMW - M550 xDrive,1,0,0,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
BMW - X1 1.8d,1,6,0,2,0,0,0,0,0,0,0,0,9,개인,20~29,2021
BMW - X1 2.0,12,21,9,9,0,0,0,0,0,0,0,0,51,개인,20~29,2021
BMW - X2 1.8d,2,4,0,0,0,0,0,0,0,0,0,0,6,개인,20~29,2021
BMW - X2 2.0,4,2,2,4,0,0,0,0,0,0,0,0,12,개인,20~29,2021
BMW - X3 2.0,5,4,8,5,0,0,0,0,0,0,0,0,22,개인,20~29,2021
BMW - X3 2.0d,1,3,0,2,0,0,0,0,0,0,0,0,6,개인,20~29,2021
BMW - X3 3.0e,2,1,6,3,0,0,0,0,0,0,0,0,12,개인,20~29,2021
BMW - X3 M40,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
BMW - X4 2.0,10,6,7,33,0,0,0,0,0,0,0,0,56,개인,20~29,2021
BMW - X4 2.0d,3,0,0,2,0,0,0,0,0,0,0,0,5,개인,20~29,2021
BMW - X4 M40,0,1,2,0,0,0,0,0,0,0,0,0,3,개인,20~29,2021
BMW - X5 3.0d,1,1,1,1,0,0,0,0,0,0,0,0,4,개인,20~29,2021
BMW - X5 4.0,3,2,2,1,0,0,0,0,0,0,0,0,8,개인,20~29,2021
BMW - X5 M50,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
BMW - X6 3.0d,2,4,0,1,0,0,0,0,0,0,0,0,7,개인,20~29,2021
BMW - X6 4.0,8,3,4,5,0,0,0,0,0,0,0,0,20,개인,20~29,2021
BMW - X6 4.0d,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
BMW - X6 M,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
BMW - X7 4.0,0,1,0,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
BMW - Z4 2.0,3,2,2,3,0,0,0,0,0,0,0,0,10,개인,20~29,2021
BMW - Z4 M40,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
BMW - i3,0,0,1,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Cadillac - CT5,0,1,1,0,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Cadillac - XT4,0,1,0,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Cadillac - XT5 3.6,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Chevrolet - Bolt EV,0,2,4,4,0,0,0,0,0,0,0,0,10,개인,20~29,2021
Chevrolet - Camaro SS,0,0,2,1,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Chevrolet - Colorado,15,4,6,8,0,0,0,0,0,0,0,0,33,개인,20~29,2021
Chevrolet - Equinox,9,4,0,0,0,0,0,0,0,0,0,0,13,개인,20~29,2021
Chevrolet - Traverse,2,3,6,4,0,0,0,0,0,0,0,0,15,개인,20~29,2021
Chrysler - Jeep Cherokee 2.4,1,5,12,9,0,0,0,0,0,0,0,0,27,개인,20~29,2021
Chrysler - Jeep Cherokee 3.2,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Chrysler - Jeep Gladiator,3,4,2,0,0,0,0,0,0,0,0,0,9,개인,20~29,2021
Chrysler - Jeep Grand Cherokee 3.6,1,3,6,2,0,0,0,0,0,0,0,0,12,개인,20~29,2021
Chrysler - Jeep Renegade 2.4,26,18,39,31,0,0,0,0,0,0,0,0,114,개인,20~29,2021
Chrysler - Jeep Wrangler Rubicon 2.0,1,0,1,0,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Chrysler - Jeep Wrangler Rubicon Unlimited 2.0,3,4,8,7,0,0,0,0,0,0,0,0,22,개인,20~29,2021
Chrysler - Jeep Wrangler Sahara Unlimited 2.0,4,1,18,6,0,0,0,0,0,0,0,0,29,개인,20~29,2021
Citroen - C3 Aircross 1.5 BLUe-HDi,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Citroen - C4 Cactus 1.5 BLUe-HDi,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Citroen - DS3 Crossback 1.5 BlueHDi,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Ford - Explorer 2.3,6,1,3,7,0,0,0,0,0,0,0,0,17,개인,20~29,2021
Ford - Explorer 3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Ford - Mustang Convertible,0,0,1,4,0,0,0,0,0,0,0,0,5,개인,20~29,2021
Ford - Mustang Coupe,3,13,7,4,0,0,0,0,0,0,0,0,27,개인,20~29,2021
Ford - Mustang GT Convertible,0,0,1,2,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Ford - Mustang GT Coupe,1,2,5,1,0,0,0,0,0,0,0,0,9,개인,20~29,2021
Ford - Ranger Raptor,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Ford - Ranger Wildtrak,0,0,0,2,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Honda - Accord 1.5T,0,0,3,0,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Honda - Accord Hybrid,0,3,1,3,0,0,0,0,0,0,0,0,7,개인,20~29,2021
Honda - CR-V,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Honda - CR-V Hybrid,0,2,0,1,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Jaguar - E-PACE D180,1,1,0,0,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Jaguar - E-PACE P250,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Jaguar - F-TYPE P300 Coupe,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Land Rover - Defender 110 D240,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Land Rover - Discovery Sport D150,0,1,1,0,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Land Rover - Discovery Sport P250,0,4,0,0,0,0,0,0,0,0,0,0,4,개인,20~29,2021
Land Rover - Range Rover Evoque D150,1,1,1,0,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Land Rover - Range Rover Evoque P250,0,0,0,2,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Land Rover - Range Rover Sport P360,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Land Rover - Range Rover Velar D240,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Land Rover - Range Rover Velar D300,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Land Rover - Range Rover Velar P380,0,0,1,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Lexus - ES300h,1,0,4,3,0,0,0,0,0,0,0,0,8,개인,20~29,2021
Lexus - NX300h,0,0,2,1,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Lexus - UX250h,2,3,3,8,0,0,0,0,0,0,0,0,16,개인,20~29,2021
Lincoln - Aviator 3.0,0,2,0,2,0,0,0,0,0,0,0,0,4,개인,20~29,2021
Lincoln - Corsair 2.0,5,0,0,5,0,0,0,0,0,0,0,0,10,개인,20~29,2021
Lincoln - Nautilus 2.7,1,0,1,0,0,0,0,0,0,0,0,0,2,개인,20~29,2021
MINI - MINI Cooper,9,15,18,27,0,0,0,0,0,0,0,0,69,개인,20~29,2021
MINI - MINI Cooper Clubman,9,11,15,15,0,0,0,0,0,0,0,0,50,개인,20~29,2021
MINI - MINI Cooper Countryman,9,20,23,13,0,0,0,0,0,0,0,0,65,개인,20~29,2021
MINI - MINI Cooper D Clubman,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
MINI - MINI Cooper D Countryman ALL4,2,4,2,2,0,0,0,0,0,0,0,0,10,개인,20~29,2021
MINI - MINI Cooper S,2,2,5,2,0,0,0,0,0,0,0,0,11,개인,20~29,2021
MINI - MINI Cooper S Clubman,0,1,1,1,0,0,0,0,0,0,0,0,3,개인,20~29,2021
MINI - MINI Cooper S Convertible,2,1,1,0,0,0,0,0,0,0,0,0,4,개인,20~29,2021
MINI - MINI Cooper S Countryman ALL4,0,1,5,1,0,0,0,0,0,0,0,0,7,개인,20~29,2021
MINI - MINI Cooper S five-door,0,3,2,6,0,0,0,0,0,0,0,0,11,개인,20~29,2021
MINI - MINI Cooper SD Countryman ALL4,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
MINI - MINI Cooper five-door,23,16,15,23,0,0,0,0,0,0,0,0,77,개인,20~29,2021
MINI - MINI John Cooper Works,2,0,0,0,0,0,0,0,0,0,0,0,2,개인,20~29,2021
MINI - MINI John Cooper Works Clubman ALL4,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
MINI - MINI John Cooper Works Convertible,0,1,0,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
MINI - MINI John Cooper Works Countryman ALL4,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Maserati - Ghibli,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Maserati - Levante,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Maserati - Quattroporte S Q4,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Mercedes-Benz - A 200 d,5,1,0,0,0,0,0,0,0,0,0,0,6,개인,20~29,2021
Mercedes-Benz - A 220,8,4,3,3,0,0,0,0,0,0,0,0,18,개인,20~29,2021
Mercedes-Benz - A 220 sedan,32,30,21,26,0,0,0,0,0,0,0,0,109,개인,20~29,2021
Mercedes-Benz - A 250 4MATIC,0,1,1,1,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Mercedes-Benz - C 200,2,3,2,10,0,0,0,0,0,0,0,0,17,개인,20~29,2021
Mercedes-Benz - C 200 Cabriolet,1,1,3,2,0,0,0,0,0,0,0,0,7,개인,20~29,2021
Mercedes-Benz - C 200 Coupe,0,0,2,1,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Mercedes-Benz - C 220 d 4MATIC,6,1,0,0,0,0,0,0,0,0,0,0,7,개인,20~29,2021
Mercedes-Benz - CLA 250 4MATIC,7,3,1,2,0,0,0,0,0,0,0,0,13,개인,20~29,2021
Mercedes-Benz - CLS 450 4MATIC,3,1,5,7,0,0,0,0,0,0,0,0,16,개인,20~29,2021
Mercedes-Benz - E 220 d,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Mercedes-Benz - E 220 d 4MATIC,11,2,0,0,0,0,0,0,0,0,0,0,13,개인,20~29,2021
Mercedes-Benz - E 250,34,17,44,25,0,0,0,0,0,0,0,0,120,개인,20~29,2021
Mercedes-Benz - E 300 e 4MATIC,1,4,1,4,0,0,0,0,0,0,0,0,10,개인,20~29,2021
Mercedes-Benz - E 350 4MATIC,8,7,10,14,0,0,0,0,0,0,0,0,39,개인,20~29,2021
Mercedes-Benz - E 450 4MATIC,0,0,3,0,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Mercedes-Benz - E 450 4MATIC Cabriolet,0,0,7,0,0,0,0,0,0,0,0,0,7,개인,20~29,2021
Mercedes-Benz - E 450 4MATIC Coupe,1,0,0,4,0,0,0,0,0,0,0,0,5,개인,20~29,2021
Mercedes-Benz - GLA 220,0,10,10,3,0,0,0,0,0,0,0,0,23,개인,20~29,2021
Mercedes-Benz - GLA 250 4MATIC,6,3,6,0,0,0,0,0,0,0,0,0,15,개인,20~29,2021
Mercedes-Benz - GLB 200 d,2,0,0,0,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Mercedes-Benz - GLB 220,2,12,2,4,0,0,0,0,0,0,0,0,20,개인,20~29,2021
Mercedes-Benz - GLB 250 4MATIC,8,8,10,17,0,0,0,0,0,0,0,0,43,개인,20~29,2021
Mercedes-Benz - GLC 220 d 4MATIC,0,0,5,5,0,0,0,0,0,0,0,0,10,개인,20~29,2021
Mercedes-Benz - GLC 220 d 4MATIC Coupe,0,0,6,10,0,0,0,0,0,0,0,0,16,개인,20~29,2021
Mercedes-Benz - GLC 300 4MATIC Coupe,0,0,4,1,0,0,0,0,0,0,0,0,5,개인,20~29,2021
Mercedes-Benz - GLC 300 e 4MATIC,4,0,6,1,0,0,0,0,0,0,0,0,11,개인,20~29,2021
Mercedes-Benz - GLC 300 e 4MATIC Coupe,6,10,7,2,0,0,0,0,0,0,0,0,25,개인,20~29,2021
Mercedes-Benz - GLE 400 d 4MATIC Coupe,0,6,3,1,0,0,0,0,0,0,0,0,10,개인,20~29,2021
Mercedes-Benz - Mercedes-AMG A 35 4MATIC,1,3,2,0,0,0,0,0,0,0,0,0,6,개인,20~29,2021
Mercedes-Benz - Mercedes-AMG A 45 4MATIC,2,0,1,0,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Mercedes-Benz - Mercedes-AMG CLS 53 4MATIC +,1,0,2,3,0,0,0,0,0,0,0,0,6,개인,20~29,2021
Mercedes-Benz - Mercedes-AMG E 53 4MATIC +,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Mercedes-Benz - Mercedes-AMG E 53 4MATIC + Coupe,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Mercedes-Benz - Mercedes-AMG G 63,0,5,0,0,0,0,0,0,0,0,0,0,5,개인,20~29,2021
Mercedes-Benz - Mercedes-AMG GLB 35 4MATIC,0,2,4,1,0,0,0,0,0,0,0,0,7,개인,20~29,2021
Mercedes-Benz - Mercedes-AMG GLC 43 4MATIC,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Mercedes-Benz - Mercedes-AMG GLE 53 4MATIC + Coupe,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Mercedes-Benz - Mercedes-AMG GT 43 4MATIC +,0,0,0,8,0,0,0,0,0,0,0,0,8,개인,20~29,2021
Peugeot - 2008 1.5 BLUe-HDi,2,0,2,2,0,0,0,0,0,0,0,0,6,개인,20~29,2021
Peugeot - 3008 1.5 BLUe-HDi,1,1,5,2,0,0,0,0,0,0,0,0,9,개인,20~29,2021
Peugeot - 508 2.0 BLUe-HDi,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Peugeot - e-2008 Electric,0,1,2,4,0,0,0,0,0,0,0,0,7,개인,20~29,2021
Peugeot - e-208 Electric,0,0,1,1,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Porsche - 718 Boxster,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Porsche - 718 Boxster GTS 4.0,0,0,3,2,0,0,0,0,0,0,0,0,5,개인,20~29,2021
Porsche - 718 Cayman S,0,0,0,1,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Porsche - 911 Carrera 4S,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Porsche - 911 Carrera Cabriolet,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Porsche - 911 Carrera Coupe,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Porsche - 911 Carrera S Cabriolet,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Porsche - Cayenne,1,4,1,0,0,0,0,0,0,0,0,0,6,개인,20~29,2021
Porsche - Cayenne Coupe,2,0,2,4,0,0,0,0,0,0,0,0,8,개인,20~29,2021
Porsche - Cayenne E-Hybrid Coupe,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Porsche - Macan,0,2,0,1,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Porsche - Macan GTS,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Porsche - Taycan 4S,1,0,2,1,0,0,0,0,0,0,0,0,4,개인,20~29,2021
Toyota - Camry,3,0,1,0,0,0,0,0,0,0,0,0,4,개인,20~29,2021
Toyota - Camry Hybrid,4,3,6,4,0,0,0,0,0,0,0,0,17,개인,20~29,2021
Toyota - GR Supra,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Toyota - Prius,1,3,4,2,0,0,0,0,0,0,0,0,10,개인,20~29,2021
Toyota - Prius C,1,0,2,0,0,0,0,0,0,0,0,0,3,개인,20~29,2021
Toyota - RAV4,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Toyota - RAV4-HV,2,1,4,8,0,0,0,0,0,0,0,0,15,개인,20~29,2021
Volkswagen - Arteon 2.0 TDI,13,6,5,5,0,0,0,0,0,0,0,0,29,개인,20~29,2021
Volkswagen - Arteon 2.0 TDI 4Motion,6,4,2,0,0,0,0,0,0,0,0,0,12,개인,20~29,2021
Volkswagen - Jetta 1.4 TSI,2,52,42,7,0,0,0,0,0,0,0,0,103,개인,20~29,2021
Volkswagen - Passat GT 2.0 TDI,2,0,5,5,0,0,0,0,0,0,0,0,12,개인,20~29,2021
Volkswagen - T-Roc 2.0 TDI,0,10,4,5,0,0,0,0,0,0,0,0,19,개인,20~29,2021
Volkswagen - Tiguan Allspace 2.0 TDI,20,17,16,22,0,0,0,0,0,0,0,0,75,개인,20~29,2021
Volkswagen - Touareg 3.0 TDI,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Volkswagen - Touareg 4.0 TDI,0,0,1,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Volvo - S60 B5,5,7,12,9,0,0,0,0,0,0,0,0,33,개인,20~29,2021
Volvo - S90 B5,1,3,1,3,0,0,0,0,0,0,0,0,8,개인,20~29,2021
Volvo - V60CC B5 AWD,1,3,2,4,0,0,0,0,0,0,0,0,10,개인,20~29,2021
Volvo - V90CC B5 AWD,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,20~29,2021
Volvo - XC40 B4 AWD,13,11,22,20,0,0,0,0,0,0,0,0,66,개인,20~29,2021
Volvo - XC60 B6 AWD,0,0,0,2,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Volvo - XC60 T8 AWD,0,4,3,1,0,0,0,0,0,0,0,0,8,개인,20~29,2021
Volvo - XC90 T8 AWD,1,1,0,0,0,0,0,0,0,0,0,0,2,개인,20~29,2021
Audi - A4 35 TDI,2,2,1,2,0,0,0,0,0,0,0,0,7,개인,30~39,2021
Audi - A4 40 TDI quattro,1,0,0,0,0,0,0,0,0,0,0,0,1,개인,30~39,2021
Audi - A4 40 TFSI,17,18,41,16,0,0,0,0,0,0,0,0,92,개인,30~39,2021
Audi - A4 45 TFSI quattro,0,2,4,0,0,0,0,0,0,0,0,0,6,개인,30~39,2021
Audi - A5 Cabriolet 45 TFSI quattro,0,1,0,0,0,0,0,0,0,0,0,0,1,개인,30~39,2021
Audi - A5 Sportback 40 TDI quattro,10,6,3,0,0,0,0,0,0,0,0,0,19,개인,30~39,2021
Audi - A5 Sportback 40 TFSI quattro,0,0,16,11,0,0,0,0,0,0,0,0,27,개인,30~39,2021
Audi - A5 Sportback 45 TFSI quattro,2,11,15,9,0,0,0,0,0,0,0,0,37,개인,30~39,2021
Audi - A6 40 TDI,7,11,22,15,0,0,0,0,0,0,0,0,55,개인,30~39,2021
Audi - A6 40 TDI quattro,8,8,10,12,0,0,0,0,0,0,0,0,38,개인,30~39,2021
Audi - A6 45 TDI quattro,6,9,12,8,0,0,0,0,0,0,0,0,35,개인,30~39,2021
Audi - A6 45 TFSI,32,68,131,82,0,0,0,0,0,0,0,0,313,개인,30~39,2021
Audi - A6 45 TFSI quattro,62,76,133,34,0,0,0,0,0,0,0,0,305,개인,30~39,2021
Audi - A6 50 TDI quattro,0,1,2,4,0,0,0,0,0,0,0,0,7,개인,30~39,2021
