구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,sales_type,age,year
Mercedes-Benz - Mercedes-AMG GLB 35 4MATIC,0,2,3,3,0,0,0,0,0,0,0,0,8,개인-여자,40~49,2020
Mercedes-Benz - Mercedes-AMG GLC 43 4MATIC,0,2,3,0,0,0,0,0,0,0,0,0,5,개인-여자,40~49,2020
Mercedes-Benz - Mercedes-AMG GLC 43 4MATIC Coupe,0,0,2,3,0,0,0,0,0,0,0,0,5,개인-여자,40~49,2020
Mercedes-Benz - Mercedes-AMG GT 43 4MATIC +,0,0,0,10,0,0,0,0,0,0,0,0,10,개인-여자,40~49,2020
Mercedes-Benz - S 350 L,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Mercedes-Benz - S 350 d 4MATIC,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Mercedes-Benz - S 400 d 4MATIC,0,0,0,8,0,0,0,0,0,0,0,0,8,개인-여자,40~49,2020
Mercedes-Benz - S 580 4MATIC,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Peugeot - 2008 1.5 BLUe-HDi,1,0,6,8,0,0,0,0,0,0,0,0,15,개인-여자,40~49,2020
Peugeot - 3008 1.5 BLUe-HDi,7,2,5,3,0,0,0,0,0,0,0,0,17,개인-여자,40~49,2020
Peugeot - 3008 GT 2.0 BLUe-HDi,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Peugeot - 308 1.5 BLUe-HDi,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Peugeot - 5008 1.5 BLUe-HDi,4,2,4,4,0,0,0,0,0,0,0,0,14,개인-여자,40~49,2020
Peugeot - 5008 GT 2.0 BLUe-HDi,0,1,1,0,0,0,0,0,0,0,0,0,2,개인-여자,40~49,2020
Peugeot - e-2008 Electric,0,4,8,2,0,0,0,0,0,0,0,0,14,개인-여자,40~49,2020
Peugeot - e-208 Electric,0,0,9,2,0,0,0,0,0,0,0,0,11,개인-여자,40~49,2020
Porsche - 718 Boxster GTS 4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Porsche - 718 Cayman S,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Porsche - 911 Carrera 4,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,40~49,2020
Porsche - 911 Carrera 4S Cabriolet,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Porsche - 911 Carrera Coupe,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Porsche - 911 Carrera S Coupe,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Porsche - 911 Targa 4,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Porsche - Cayenne,13,10,10,9,0,0,0,0,0,0,0,0,42,개인-여자,40~49,2020
Porsche - Cayenne Coupe,12,5,10,12,0,0,0,0,0,0,0,0,39,개인-여자,40~49,2020
Porsche - Cayenne E-Hybrid,0,3,1,0,0,0,0,0,0,0,0,0,4,개인-여자,40~49,2020
Porsche - Cayenne E-Hybrid Coupe,0,4,1,2,0,0,0,0,0,0,0,0,7,개인-여자,40~49,2020
Porsche - Macan,0,5,1,3,0,0,0,0,0,0,0,0,9,개인-여자,40~49,2020
Porsche - Macan GTS,2,5,3,1,0,0,0,0,0,0,0,0,11,개인-여자,40~49,2020
Porsche - Panamera 4,0,0,4,3,0,0,0,0,0,0,0,0,7,개인-여자,40~49,2020
Porsche - Panamera GTS,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Porsche - Taycan 4S,2,2,5,4,0,0,0,0,0,0,0,0,13,개인-여자,40~49,2020
Toyota - Avalon Hybrid,1,2,2,0,0,0,0,0,0,0,0,0,5,개인-여자,40~49,2020
Toyota - Camry,2,2,1,1,0,0,0,0,0,0,0,0,6,개인-여자,40~49,2020
Toyota - Camry Hybrid,11,12,23,12,0,0,0,0,0,0,0,0,58,개인-여자,40~49,2020
Toyota - GR Supra,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,40~49,2020
Toyota - Prius,8,3,8,18,0,0,0,0,0,0,0,0,37,개인-여자,40~49,2020
Toyota - Prius C,1,2,4,1,0,0,0,0,0,0,0,0,8,개인-여자,40~49,2020
Toyota - RAV4,0,1,3,1,0,0,0,0,0,0,0,0,5,개인-여자,40~49,2020
Toyota - RAV4-HV,13,16,10,12,0,0,0,0,0,0,0,0,51,개인-여자,40~49,2020
Toyota - Sienna Hybrid,0,0,0,6,0,0,0,0,0,0,0,0,6,개인-여자,40~49,2020
Volkswagen - Arteon 2.0 TDI,21,13,13,10,0,0,0,0,0,0,0,0,57,개인-여자,40~49,2020
Volkswagen - Arteon 2.0 TDI 4Motion,1,7,6,1,0,0,0,0,0,0,0,0,15,개인-여자,40~49,2020
Volkswagen - Jetta 1.4 TSI,2,90,61,7,0,0,0,0,0,0,0,0,160,개인-여자,40~49,2020
Volkswagen - Passat GT 2.0 TDI,4,3,18,22,0,0,0,0,0,0,0,0,47,개인-여자,40~49,2020
Volkswagen - Passat GT 2.0 TDI 4Motion,1,2,1,1,0,0,0,0,0,0,0,0,5,개인-여자,40~49,2020
Volkswagen - T-Roc 2.0 TDI,0,13,11,19,0,0,0,0,0,0,0,0,43,개인-여자,40~49,2020
Volkswagen - Tiguan Allspace 2.0 TDI,42,43,41,42,0,0,0,0,0,0,0,0,168,개인-여자,40~49,2020
Volkswagen - Touareg 3.0 TDI,2,5,1,0,0,0,0,0,0,0,0,0,8,개인-여자,40~49,2020
Volkswagen - Touareg 4.0 TDI,1,0,1,0,0,0,0,0,0,0,0,0,2,개인-여자,40~49,2020
Volvo - S60 B5,33,27,24,17,0,0,0,0,0,0,0,0,101,개인-여자,40~49,2020
Volvo - S90 B5,16,13,17,12,0,0,0,0,0,0,0,0,58,개인-여자,40~49,2020
Volvo - S90 B6 AWD,0,0,0,5,0,0,0,0,0,0,0,0,5,개인-여자,40~49,2020
Volvo - S90 T8 AWD,0,0,1,1,0,0,0,0,0,0,0,0,2,개인-여자,40~49,2020
Volvo - V60CC B5 AWD,11,7,16,8,0,0,0,0,0,0,0,0,42,개인-여자,40~49,2020
Volvo - V90CC B5 AWD,1,2,1,4,0,0,0,0,0,0,0,0,8,개인-여자,40~49,2020
Volvo - XC40 B4 AWD,27,26,39,34,0,0,0,0,0,0,0,0,126,개인-여자,40~49,2020
Volvo - XC60 B5 AWD,0,0,0,11,0,0,0,0,0,0,0,0,11,개인-여자,40~49,2020
Volvo - XC60 B6 AWD,0,0,0,3,0,0,0,0,0,0,0,0,3,개인-여자,40~49,2020
Volvo - XC60 T8 AWD,20,31,11,2,0,0,0,0,0,0,0,0,64,개인-여자,40~49,2020
Volvo - XC90 B6 AWD,0,0,0,3,0,0,0,0,0,0,0,0,3,개인-여자,40~49,2020
Volvo - XC90 T8 AWD,11,9,5,3,0,0,0,0,0,0,0,0,28,개인-여자,40~49,2020
Audi - A4 35 TDI,0,1,1,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Audi - A4 40 TFSI,5,8,10,6,0,0,0,0,0,0,0,0,29,개인-여자,50~59,2020
Audi - A4 45 TFSI quattro,0,0,2,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Audi - A5 Cabriolet 45 TFSI quattro,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Audi - A5 Sportback 40 TDI quattro,2,0,1,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Audi - A5 Sportback 40 TFSI quattro,0,0,0,2,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Audi - A5 Sportback 45 TFSI quattro,0,3,3,1,0,0,0,0,0,0,0,0,7,개인-여자,50~59,2020
Audi - A6 40 TDI,0,5,3,4,0,0,0,0,0,0,0,0,12,개인-여자,50~59,2020
Audi - A6 40 TDI quattro,1,3,7,7,0,0,0,0,0,0,0,0,18,개인-여자,50~59,2020
Audi - A6 45 TDI quattro,0,3,2,1,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2020
Audi - A6 45 TFSI,8,20,35,20,0,0,0,0,0,0,0,0,83,개인-여자,50~59,2020
Audi - A6 45 TFSI quattro,14,21,25,6,0,0,0,0,0,0,0,0,66,개인-여자,50~59,2020
Audi - A6 50 TDI quattro,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Audi - A7 45 TDI quattro,0,0,2,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Audi - A7 50 TDI quattro,1,1,1,2,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2020
Audi - A7 55 TFSI quattro,2,8,7,2,0,0,0,0,0,0,0,0,19,개인-여자,50~59,2020
Audi - A8 50 TDI quattro,1,0,1,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Audi - A8 L 55 TFSI quattro,0,1,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Audi - Q2 35 TDI,1,0,1,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Audi - Q3 35 TDI,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Audi - Q3 Sportback 35 TDI,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Audi - Q5 40 TDI quattro,2,1,0,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Audi - Q5 50 TDI quattro,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Audi - Q7 45 TDI quattro,1,2,3,2,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2020
Audi - Q7 50 TDI quattro,1,1,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Audi - Q7 55 TFSI quattro,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Audi - Q8 45 TDI quattro,0,0,2,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Audi - Q8 50 TDI quattro,0,2,0,3,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2020
Audi - Q8 55 TFSI quattro,0,0,2,2,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2020
Audi - e-tron 55 quattro,0,0,2,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
BMW - 118d Urban,16,10,5,5,0,0,0,0,0,0,0,0,36,개인-여자,50~59,2020
BMW - 218d Gran Coupe,6,11,10,0,0,0,0,0,0,0,0,0,27,개인-여자,50~59,2020
BMW - 320,12,22,19,12,0,0,0,0,0,0,0,0,65,개인-여자,50~59,2020
BMW - 320 Touring,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
BMW - 320d,0,4,1,0,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2020
BMW - 320d Touring,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
BMW - 330e,1,1,0,6,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2020
BMW - 420 Coupe,0,0,3,1,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2020
BMW - 420d Coupe,0,0,1,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
BMW - 520,36,18,10,22,0,0,0,0,0,0,0,0,86,개인-여자,50~59,2020
BMW - 523d,1,3,1,1,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2020
BMW - 523d xDrive,0,1,1,5,0,0,0,0,0,0,0,0,7,개인-여자,50~59,2020
BMW - 530,10,11,4,4,0,0,0,0,0,0,0,0,29,개인-여자,50~59,2020
BMW - 530 xDrive,7,6,4,5,0,0,0,0,0,0,0,0,22,개인-여자,50~59,2020
BMW - 530e,3,3,12,12,0,0,0,0,0,0,0,0,30,개인-여자,50~59,2020
BMW - 620d Gran Turismo,1,1,0,3,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2020
BMW - 620d xDrive Gran Turismo,1,1,0,4,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2020
BMW - 630 xDrive Gran Turismo,2,1,2,3,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2020
BMW - 730Ld xDrive,1,1,1,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
BMW - 730d xDrive,1,1,1,1,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2020
BMW - 740,1,1,1,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
BMW - 740Li xDrive,1,3,1,1,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2020
BMW - 740d xDrive,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
BMW - 745Le,0,0,2,2,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2020
BMW - 745e,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
BMW - 840 xDrive Gran Coupe,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
BMW - Active Tourer,13,5,1,0,0,0,0,0,0,0,0,0,19,개인-여자,50~59,2020
BMW - M235 xDrive Gran Coupe,0,1,4,1,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2020
BMW - M340,0,1,1,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
BMW - M4 Coupe,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
BMW - M550 xDrive,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
BMW - X1 1.8d,2,3,2,1,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2020
BMW - X1 2.0,10,10,2,2,0,0,0,0,0,0,0,0,24,개인-여자,50~59,2020
BMW - X2 1.8d,1,2,0,1,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2020
BMW - X2 2.0,5,2,2,3,0,0,0,0,0,0,0,0,12,개인-여자,50~59,2020
BMW - X3 2.0,4,5,11,7,0,0,0,0,0,0,0,0,27,개인-여자,50~59,2020
BMW - X3 2.0d,0,1,1,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
BMW - X3 3.0e,1,1,1,7,0,0,0,0,0,0,0,0,10,개인-여자,50~59,2020
BMW - X3 M40,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
BMW - X4 2.0,1,3,7,9,0,0,0,0,0,0,0,0,20,개인-여자,50~59,2020
BMW - X4 M,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
BMW - X4 M40,1,1,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
BMW - X5 3.0d,2,1,2,3,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2020
BMW - X5 4.0,3,1,4,1,0,0,0,0,0,0,0,0,9,개인-여자,50~59,2020
BMW - X5 4.5e,1,4,1,3,0,0,0,0,0,0,0,0,9,개인-여자,50~59,2020
BMW - X6 3.0d,0,1,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
BMW - X6 4.0,5,3,1,3,0,0,0,0,0,0,0,0,12,개인-여자,50~59,2020
BMW - X6 M50,1,0,0,2,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
BMW - X7 4.0,1,3,3,6,0,0,0,0,0,0,0,0,13,개인-여자,50~59,2020
BMW - X7 4.0d,1,0,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
BMW - Z4 2.0,0,0,1,2,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
BMW - i3,1,0,1,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Bentley - Continental GT V8,0,0,0,2,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Bentley - Flying Spur V8,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Cadillac - CT5,0,1,2,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Cadillac - CT6,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Cadillac - Escalade,1,0,1,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Cadillac - XT4,0,0,3,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Cadillac - XT5 3.6,1,0,1,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Chevrolet - Bolt EV,0,1,6,7,0,0,0,0,0,0,0,0,14,개인-여자,50~59,2020
Chevrolet - Camaro SS,0,0,2,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Chevrolet - Colorado,38,17,17,10,0,0,0,0,0,0,0,0,82,개인-여자,50~59,2020
Chevrolet - Equinox,17,19,1,0,0,0,0,0,0,0,0,0,37,개인-여자,50~59,2020
Chevrolet - Traverse,5,8,10,14,0,0,0,0,0,0,0,0,37,개인-여자,50~59,2020
Chrysler - Jeep Cherokee 2.4,1,6,28,25,0,0,0,0,0,0,0,0,60,개인-여자,50~59,2020
Chrysler - Jeep Cherokee 3.2,0,0,0,2,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Chrysler - Jeep Gladiator,1,3,1,1,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2020
Chrysler - Jeep Grand Cherokee 3.6,5,1,17,13,0,0,0,0,0,0,0,0,36,개인-여자,50~59,2020
Chrysler - Jeep Renegade 2.4,24,12,31,24,0,0,0,0,0,0,0,0,91,개인-여자,50~59,2020
Chrysler - Jeep Wrangler Rubicon 2.0,1,1,2,3,0,0,0,0,0,0,0,0,7,개인-여자,50~59,2020
Chrysler - Jeep Wrangler Rubicon Unlimited 2.0,4,4,9,5,0,0,0,0,0,0,0,0,22,개인-여자,50~59,2020
Chrysler - Jeep Wrangler Sahara Unlimited 2.0,2,1,6,6,0,0,0,0,0,0,0,0,15,개인-여자,50~59,2020
Citroen - C3 Aircross 1.5 BLUe-HDi,1,0,1,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Citroen - C4 Cactus 1.5 BLUe-HDi,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Citroen - C5 Aircross 1.5 BLUe-HDi,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Ford - Expedition,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Ford - Explorer 2.3,10,8,10,9,0,0,0,0,0,0,0,0,37,개인-여자,50~59,2020
Ford - Explorer 3.0,0,1,0,2,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Ford - Explorer 3.0 PHEV,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Ford - Mondeo 2.0 TDCi,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Ford - Mustang Convertible,0,0,0,2,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Ford - Mustang Coupe,0,2,0,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Ford - Mustang GT Coupe,0,3,0,1,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2020
Ford - Ranger Raptor,0,0,0,5,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2020
Ford - Ranger Wildtrak,0,0,0,6,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2020
Honda - Accord 1.5T,0,2,3,3,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2020
Honda - Accord 2.0T,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Honda - Accord Hybrid,0,6,5,1,0,0,0,0,0,0,0,0,12,개인-여자,50~59,2020
Honda - CR-V,3,0,5,4,0,0,0,0,0,0,0,0,12,개인-여자,50~59,2020
Honda - CR-V Hybrid,0,4,4,6,0,0,0,0,0,0,0,0,14,개인-여자,50~59,2020
Jaguar - E-PACE D180,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Jaguar - E-PACE P250,1,0,1,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Jaguar - F-TYPE P300 Convertible,1,0,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Jaguar - I-PACE EV400,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Jaguar - XE P250,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Jaguar - XF 20d,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Jaguar - XF 25t,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Land Rover - Defender 110 D240,1,1,2,0,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2020
Land Rover - Discovery Sport D150,3,0,3,0,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2020
Land Rover - Discovery Sport D180,1,1,1,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Land Rover - Discovery Sport P250,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Land Rover - Range Rover 5.0 SC,2,0,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Land Rover - Range Rover 5.0 SC SVA,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Land Rover - Range Rover Evoque D150,1,1,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Land Rover - Range Rover Evoque P250,0,0,0,5,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2020
Land Rover - Range Rover Sport P360,0,1,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Land Rover - Range Rover Velar D240,0,0,3,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Land Rover - Range Rover Velar D300,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Land Rover - Range Rover Velar P380,0,1,1,2,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2020
Lexus - CT200h,0,2,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Lexus - ES300h,24,31,46,37,0,0,0,0,0,0,0,0,138,개인-여자,50~59,2020
Lexus - LS500h,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Lexus - NX300h,3,5,3,4,0,0,0,0,0,0,0,0,15,개인-여자,50~59,2020
Lexus - RX450h,2,2,6,4,0,0,0,0,0,0,0,0,14,개인-여자,50~59,2020
Lexus - RX450hL,0,0,1,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Lexus - UX250h,7,8,9,13,0,0,0,0,0,0,0,0,37,개인-여자,50~59,2020
Lincoln - Aviator 3.0,5,6,3,5,0,0,0,0,0,0,0,0,19,개인-여자,50~59,2020
Lincoln - Aviator 3.0 PHEV,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Lincoln - Corsair 2.0,10,0,5,4,0,0,0,0,0,0,0,0,19,개인-여자,50~59,2020
Lincoln - MKZ Hybrid,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Lincoln - Nautilus 2.7,3,1,6,9,0,0,0,0,0,0,0,0,19,개인-여자,50~59,2020
MINI - MINI Cooper,6,5,8,18,0,0,0,0,0,0,0,0,37,개인-여자,50~59,2020
MINI - MINI Cooper Clubman,5,12,9,9,0,0,0,0,0,0,0,0,35,개인-여자,50~59,2020
MINI - MINI Cooper Convertible,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
MINI - MINI Cooper Countryman,6,10,20,14,0,0,0,0,0,0,0,0,50,개인-여자,50~59,2020
MINI - MINI Cooper D Countryman ALL4,4,1,2,1,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2020
MINI - MINI Cooper S,1,5,4,0,0,0,0,0,0,0,0,0,10,개인-여자,50~59,2020
MINI - MINI Cooper S Clubman,1,0,1,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
MINI - MINI Cooper S Convertible,1,0,0,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
MINI - MINI Cooper S Countryman ALL4,0,0,6,2,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2020
MINI - MINI Cooper S five-door,1,2,2,0,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2020
MINI - MINI Cooper SD Countryman ALL4,0,0,1,1,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
MINI - MINI Cooper five-door,13,13,7,19,0,0,0,0,0,0,0,0,52,개인-여자,50~59,2020
MINI - MINI John Cooper Works,0,0,1,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
MINI - MINI John Cooper Works Clubman ALL4,0,0,0,1,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
MINI - MINI John Cooper Works Convertible,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
MINI - MINI John Cooper Works Countryman ALL4,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Maserati - Ghibli,0,1,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Maserati - Levante,1,1,0,1,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Mercedes-Benz - A 200 d,1,1,0,0,0,0,0,0,0,0,0,0,2,개인-여자,50~59,2020
Mercedes-Benz - A 220,10,9,7,2,0,0,0,0,0,0,0,0,28,개인-여자,50~59,2020
Mercedes-Benz - A 220 sedan,24,26,26,27,0,0,0,0,0,0,0,0,103,개인-여자,50~59,2020
Mercedes-Benz - A 250 4MATIC,2,1,1,1,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2020
Mercedes-Benz - C 200,4,9,4,21,0,0,0,0,0,0,0,0,38,개인-여자,50~59,2020
Mercedes-Benz - C 200 Cabriolet,0,0,0,4,0,0,0,0,0,0,0,0,4,개인-여자,50~59,2020
Mercedes-Benz - C 200 Coupe,2,0,1,2,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2020
Mercedes-Benz - C 220 d 4MATIC,12,2,0,0,0,0,0,0,0,0,0,0,14,개인-여자,50~59,2020
Mercedes-Benz - CLA 250 4MATIC,6,0,0,0,0,0,0,0,0,0,0,0,6,개인-여자,50~59,2020
Mercedes-Benz - CLS 450 4MATIC,14,10,28,26,0,0,0,0,0,0,0,0,78,개인-여자,50~59,2020
Mercedes-Benz - E 220 d,1,0,0,0,0,0,0,0,0,0,0,0,1,개인-여자,50~59,2020
Mercedes-Benz - E 220 d 4MATIC,8,3,0,0,0,0,0,0,0,0,0,0,11,개인-여자,50~59,2020
Mercedes-Benz - E 250,86,58,114,102,0,0,0,0,0,0,0,0,360,개인-여자,50~59,2020
Mercedes-Benz - E 300 e 4MATIC,22,19,16,23,0,0,0,0,0,0,0,0,80,개인-여자,50~59,2020
Mercedes-Benz - E 350 4MATIC,58,38,36,51,0,0,0,0,0,0,0,0,183,개인-여자,50~59,2020
Mercedes-Benz - E 450 4MATIC,0,7,24,13,0,0,0,0,0,0,0,0,44,개인-여자,50~59,2020
Mercedes-Benz - E 450 4MATIC Cabriolet,0,0,4,1,0,0,0,0,0,0,0,0,5,개인-여자,50~59,2020
Mercedes-Benz - E 450 4MATIC Coupe,0,1,4,3,0,0,0,0,0,0,0,0,8,개인-여자,50~59,2020
Mercedes-Benz - EQC 400 4MATIC,0,0,3,4,0,0,0,0,0,0,0,0,7,개인-여자,50~59,2020
Mercedes-Benz - G 400 d,0,0,0,3,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
Mercedes-Benz - GLA 220,0,15,18,7,0,0,0,0,0,0,0,0,40,개인-여자,50~59,2020
Mercedes-Benz - GLA 250 4MATIC,9,3,9,5,0,0,0,0,0,0,0,0,26,개인-여자,50~59,2020
Mercedes-Benz - GLB 200 d,3,0,0,0,0,0,0,0,0,0,0,0,3,개인-여자,50~59,2020
