구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age,year
Porsche,0,1,0,0,0,1,1,0,0,0,0,0,3,대전,개인-여자,50~59,2020
Toyota,1,1,1,0,4,0,1,2,1,2,0,1,14,대전,개인-여자,50~59,2020
Volkswagen,5,0,2,1,3,1,2,1,1,1,4,6,27,대전,개인-여자,50~59,2020
Volvo,1,1,0,1,2,2,2,0,0,2,4,4,19,대전,개인-여자,50~59,2020
Audi,0,1,0,0,0,0,0,0,1,0,2,0,4,대전,개인-여자,60~69,2020
BMW,2,1,0,1,0,1,0,2,0,2,0,3,12,대전,개인-여자,60~69,2020
Chevrolet,1,0,0,2,0,0,2,0,0,0,1,0,6,대전,개인-여자,60~69,2020
Chrysler,0,0,0,0,0,0,0,1,0,0,0,0,1,대전,개인-여자,60~69,2020
Ford,1,0,0,0,0,0,0,0,0,0,1,0,2,대전,개인-여자,60~69,2020
Honda,0,0,0,0,0,0,0,0,1,0,0,0,1,대전,개인-여자,60~69,2020
Jaguar,0,0,0,0,0,0,0,1,0,0,0,0,1,대전,개인-여자,60~69,2020
Land Rover,0,0,1,0,1,0,0,0,0,0,0,1,3,대전,개인-여자,60~69,2020
Lexus,1,1,0,0,0,1,0,0,0,0,0,3,6,대전,개인-여자,60~69,2020
Lincoln,0,0,0,3,1,0,0,1,1,0,1,0,7,대전,개인-여자,60~69,2020
MINI,0,0,0,1,0,0,0,1,0,0,0,0,2,대전,개인-여자,60~69,2020
Mercedes-Benz,4,2,2,2,1,5,4,6,3,2,6,12,49,대전,개인-여자,60~69,2020
Nissan,1,0,1,0,0,0,0,0,0,0,0,0,2,대전,개인-여자,60~69,2020
Peugeot,0,0,0,0,0,0,0,0,0,0,0,1,1,대전,개인-여자,60~69,2020
Porsche,0,0,0,0,0,0,0,0,0,0,1,0,1,대전,개인-여자,60~69,2020
Toyota,0,0,0,0,0,2,0,0,2,0,0,1,5,대전,개인-여자,60~69,2020
Volkswagen,1,1,0,1,1,0,1,0,1,1,0,3,10,대전,개인-여자,60~69,2020
Volvo,0,1,0,0,0,2,1,0,0,1,0,0,5,대전,개인-여자,60~69,2020
Chevrolet,0,0,0,0,1,0,1,0,0,0,0,0,2,대전,개인-여자,70~,2020
Chrysler,0,0,0,0,0,0,1,0,0,0,0,0,1,대전,개인-여자,70~,2020
Honda,0,0,0,0,0,0,0,0,0,0,0,1,1,대전,개인-여자,70~,2020
Lexus,0,0,0,0,0,1,0,0,0,0,0,0,1,대전,개인-여자,70~,2020
Lincoln,0,1,0,0,0,0,0,0,0,0,0,0,1,대전,개인-여자,70~,2020
Mercedes-Benz,0,1,0,1,0,1,0,0,1,0,1,0,5,대전,개인-여자,70~,2020
Audi,0,3,3,0,0,1,0,5,3,3,2,0,20,울산,개인,20~29,2020
BMW,3,1,4,5,4,6,3,5,5,4,3,7,50,울산,개인,20~29,2020
Chevrolet,0,2,3,0,1,0,1,0,0,1,0,0,8,울산,개인,20~29,2020
Chrysler,1,0,2,0,2,2,0,0,2,0,3,3,15,울산,개인,20~29,2020
Ford,1,0,0,2,0,1,0,0,1,0,0,0,5,울산,개인,20~29,2020
Honda,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인,20~29,2020
Jaguar,0,1,0,0,0,0,0,0,0,0,0,0,1,울산,개인,20~29,2020
Land Rover,0,0,0,0,0,0,0,1,0,0,1,0,2,울산,개인,20~29,2020
MINI,0,2,2,4,1,0,1,1,3,1,2,1,18,울산,개인,20~29,2020
Mercedes-Benz,3,2,1,0,3,3,0,2,3,4,3,4,28,울산,개인,20~29,2020
Nissan,0,0,0,0,1,1,0,0,0,0,0,0,2,울산,개인,20~29,2020
Peugeot,0,0,1,0,1,0,0,0,1,0,0,0,3,울산,개인,20~29,2020
Porsche,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인,20~29,2020
Toyota,0,0,0,0,0,0,0,1,0,0,0,0,1,울산,개인,20~29,2020
Volkswagen,0,0,1,1,0,0,1,1,0,1,1,6,12,울산,개인,20~29,2020
Volvo,2,1,0,1,0,0,1,0,0,0,1,0,6,울산,개인,20~29,2020
Audi,4,3,1,5,5,6,7,6,4,7,9,6,63,울산,개인,30~39,2020
BMW,10,8,21,22,18,14,11,25,22,18,16,24,209,울산,개인,30~39,2020
Cadillac,0,0,0,0,0,0,0,0,0,1,0,0,1,울산,개인,30~39,2020
Chevrolet,3,2,4,6,4,3,2,0,2,4,6,3,39,울산,개인,30~39,2020
Chrysler,1,2,2,5,7,7,0,2,3,4,6,4,43,울산,개인,30~39,2020
Citroen,0,0,0,0,1,0,0,0,0,0,0,0,1,울산,개인,30~39,2020
Ford,3,2,4,3,4,3,5,1,2,3,3,3,36,울산,개인,30~39,2020
Honda,1,2,1,0,0,0,0,0,0,0,0,1,5,울산,개인,30~39,2020
Infiniti,0,0,0,0,1,0,0,0,0,0,0,0,1,울산,개인,30~39,2020
Jaguar,0,0,0,0,0,0,0,1,0,1,0,0,2,울산,개인,30~39,2020
Land Rover,1,0,1,0,1,0,1,0,0,1,2,2,9,울산,개인,30~39,2020
Lexus,0,0,0,1,2,0,0,0,0,3,0,1,7,울산,개인,30~39,2020
Lincoln,0,0,1,1,0,0,0,0,1,0,1,1,5,울산,개인,30~39,2020
MINI,1,5,3,6,6,7,4,10,11,1,6,9,69,울산,개인,30~39,2020
Mercedes-Benz,4,6,8,22,11,14,7,15,11,16,20,22,156,울산,개인,30~39,2020
Nissan,0,1,0,0,0,2,0,0,0,0,0,0,3,울산,개인,30~39,2020
Peugeot,0,0,1,0,0,0,1,0,1,0,2,0,5,울산,개인,30~39,2020
Porsche,0,1,0,0,1,2,0,1,1,0,0,1,7,울산,개인,30~39,2020
Toyota,0,0,1,0,1,1,1,0,1,0,0,2,7,울산,개인,30~39,2020
Volkswagen,4,2,1,4,3,2,1,1,5,3,7,6,39,울산,개인,30~39,2020
Volvo,4,5,7,9,5,4,4,0,6,5,5,8,62,울산,개인,30~39,2020
Audi,4,2,3,7,4,4,5,7,9,12,12,11,80,울산,개인,40~49,2020
BMW,8,11,17,13,15,14,16,23,10,9,21,23,180,울산,개인,40~49,2020
Cadillac,0,0,1,1,0,0,0,0,0,0,0,1,3,울산,개인,40~49,2020
Chevrolet,9,3,4,4,5,6,10,2,4,3,2,3,55,울산,개인,40~49,2020
Chrysler,3,3,3,3,7,15,1,2,6,9,8,5,65,울산,개인,40~49,2020
Citroen,0,1,0,0,0,0,0,1,0,0,0,0,2,울산,개인,40~49,2020
Ford,4,2,2,2,4,5,1,2,2,3,2,1,30,울산,개인,40~49,2020
Honda,3,1,0,1,0,0,0,0,0,0,5,1,11,울산,개인,40~49,2020
Jaguar,0,1,0,0,0,1,0,1,0,0,0,0,3,울산,개인,40~49,2020
Land Rover,0,2,1,0,1,2,0,1,2,1,0,3,13,울산,개인,40~49,2020
Lexus,0,0,0,0,0,1,0,1,1,2,0,3,8,울산,개인,40~49,2020
Lincoln,0,1,0,0,1,2,3,0,1,2,5,1,16,울산,개인,40~49,2020
MINI,3,1,1,0,5,8,2,3,3,4,8,8,46,울산,개인,40~49,2020
Mercedes-Benz,11,10,11,16,16,17,19,11,12,13,14,31,181,울산,개인,40~49,2020
Nissan,0,0,0,0,1,3,0,0,0,0,0,0,4,울산,개인,40~49,2020
Peugeot,1,0,1,0,0,0,1,1,1,1,0,1,7,울산,개인,40~49,2020
Porsche,0,1,0,0,0,1,0,0,1,0,2,0,5,울산,개인,40~49,2020
Toyota,0,1,0,1,1,2,3,1,2,2,0,3,16,울산,개인,40~49,2020
Volkswagen,6,2,1,3,2,1,5,0,2,5,10,9,46,울산,개인,40~49,2020
Volvo,0,4,1,7,0,7,9,2,1,4,3,9,47,울산,개인,40~49,2020
Audi,3,4,3,2,8,5,8,7,7,5,4,3,59,울산,개인,50~59,2020
BMW,5,6,9,5,2,6,8,12,10,11,5,18,97,울산,개인,50~59,2020
Cadillac,0,0,1,1,0,1,0,0,1,0,1,0,5,울산,개인,50~59,2020
Chevrolet,4,5,8,4,3,4,2,1,3,1,4,3,42,울산,개인,50~59,2020
Chrysler,1,2,1,5,9,10,2,3,6,7,6,5,57,울산,개인,50~59,2020
Ford,2,0,2,2,1,1,0,0,2,1,4,0,15,울산,개인,50~59,2020
Honda,1,0,0,0,1,0,1,2,1,1,2,1,10,울산,개인,50~59,2020
Infiniti,0,0,0,0,0,0,1,0,0,0,0,0,1,울산,개인,50~59,2020
Jaguar,0,1,0,0,0,0,0,0,0,0,0,0,1,울산,개인,50~59,2020
Land Rover,0,2,0,0,0,2,0,1,2,0,0,2,9,울산,개인,50~59,2020
Lexus,1,0,1,0,0,1,0,1,3,2,1,4,14,울산,개인,50~59,2020
Lincoln,4,0,1,0,3,2,1,0,2,0,2,2,17,울산,개인,50~59,2020
MINI,3,4,1,0,1,2,1,4,3,3,5,1,28,울산,개인,50~59,2020
Mercedes-Benz,8,8,6,12,11,12,11,12,12,13,15,23,143,울산,개인,50~59,2020
Nissan,0,0,0,0,0,4,0,0,0,0,0,0,4,울산,개인,50~59,2020
Peugeot,1,0,0,0,1,0,2,0,1,0,1,1,7,울산,개인,50~59,2020
Porsche,0,0,1,0,1,0,1,0,1,0,0,0,4,울산,개인,50~59,2020
Toyota,3,1,0,0,1,2,4,2,1,2,5,2,23,울산,개인,50~59,2020
Volkswagen,2,0,2,2,1,1,3,1,0,2,7,4,25,울산,개인,50~59,2020
Volvo,0,1,2,2,2,4,1,1,4,4,4,0,25,울산,개인,50~59,2020
Audi,1,0,0,0,0,0,2,2,0,3,3,3,14,울산,개인,60~69,2020
BMW,5,5,1,1,1,4,2,5,3,2,2,2,33,울산,개인,60~69,2020
Cadillac,0,0,0,0,0,0,0,0,0,0,0,1,1,울산,개인,60~69,2020
Chevrolet,3,0,0,2,6,2,1,0,1,4,1,2,22,울산,개인,60~69,2020
Chrysler,1,0,1,2,0,1,4,1,0,0,1,2,13,울산,개인,60~69,2020
Ford,0,1,0,0,0,0,0,1,0,0,0,2,4,울산,개인,60~69,2020
Honda,0,1,0,0,0,0,0,2,0,0,0,0,3,울산,개인,60~69,2020
Jaguar,1,0,0,0,0,0,0,0,0,0,0,0,1,울산,개인,60~69,2020
Land Rover,0,0,1,1,0,0,0,0,0,1,0,1,4,울산,개인,60~69,2020
Lexus,1,1,0,0,0,1,3,1,0,0,2,1,10,울산,개인,60~69,2020
Lincoln,0,0,0,0,0,0,0,0,0,1,1,1,3,울산,개인,60~69,2020
MINI,1,0,0,0,0,0,0,1,0,3,0,0,5,울산,개인,60~69,2020
Maserati,0,0,0,0,0,0,0,1,0,0,0,0,1,울산,개인,60~69,2020
Mercedes-Benz,4,4,4,3,7,7,6,2,4,5,4,7,57,울산,개인,60~69,2020
Nissan,0,2,0,0,0,1,0,0,0,0,0,0,3,울산,개인,60~69,2020
Porsche,0,0,0,0,0,0,0,0,0,0,1,0,1,울산,개인,60~69,2020
Toyota,0,0,0,1,0,0,1,1,0,0,2,0,5,울산,개인,60~69,2020
Volkswagen,1,1,2,1,2,0,0,0,0,1,1,3,12,울산,개인,60~69,2020
Volvo,1,0,1,0,1,1,1,0,0,0,1,1,7,울산,개인,60~69,2020
Audi,0,0,0,0,0,0,0,1,0,0,0,0,1,울산,개인,70~,2020
BMW,0,0,2,0,0,0,0,0,0,0,1,1,4,울산,개인,70~,2020
Chevrolet,0,1,0,0,0,0,1,0,0,1,0,0,3,울산,개인,70~,2020
Chrysler,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인,70~,2020
Honda,0,1,0,0,0,0,0,0,0,0,0,0,1,울산,개인,70~,2020
Lexus,0,0,0,0,0,0,1,0,0,0,0,1,2,울산,개인,70~,2020
MINI,1,0,0,0,0,0,0,0,0,0,0,1,2,울산,개인,70~,2020
Mercedes-Benz,3,0,1,0,1,1,1,2,4,0,2,2,17,울산,개인,70~,2020
Nissan,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인,70~,2020
Porsche,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인,70~,2020
Toyota,0,0,0,0,0,0,0,1,0,0,0,2,3,울산,개인,70~,2020
Volkswagen,0,0,1,0,1,0,0,0,0,0,2,0,4,울산,개인,70~,2020
Volvo,0,0,0,0,0,0,0,0,1,1,1,1,4,울산,개인,70~,2020
Audi,0,2,3,0,0,0,0,3,0,2,2,0,12,울산,개인-남자,20~29,2020
BMW,3,0,3,4,0,4,3,5,2,3,3,6,36,울산,개인-남자,20~29,2020
Chevrolet,0,1,3,0,1,0,0,0,0,1,0,0,6,울산,개인-남자,20~29,2020
Chrysler,0,0,0,0,2,1,0,0,0,0,1,3,7,울산,개인-남자,20~29,2020
Ford,1,0,0,2,0,1,0,0,1,0,0,0,5,울산,개인-남자,20~29,2020
Honda,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인-남자,20~29,2020
Jaguar,0,1,0,0,0,0,0,0,0,0,0,0,1,울산,개인-남자,20~29,2020
Land Rover,0,0,0,0,0,0,0,0,0,0,1,0,1,울산,개인-남자,20~29,2020
MINI,0,0,1,1,0,0,0,0,0,1,0,0,3,울산,개인-남자,20~29,2020
Mercedes-Benz,2,1,1,0,2,3,0,1,2,3,1,2,18,울산,개인-남자,20~29,2020
Nissan,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인-남자,20~29,2020
Peugeot,0,0,0,0,1,0,0,0,1,0,0,0,2,울산,개인-남자,20~29,2020
Porsche,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인-남자,20~29,2020
Toyota,0,0,0,0,0,0,0,1,0,0,0,0,1,울산,개인-남자,20~29,2020
Volkswagen,0,0,1,1,0,0,0,1,0,1,1,5,10,울산,개인-남자,20~29,2020
Volvo,2,1,0,0,0,0,1,0,0,0,1,0,5,울산,개인-남자,20~29,2020
Audi,2,3,1,4,4,4,5,5,3,5,6,4,46,울산,개인-남자,30~39,2020
BMW,10,8,16,14,13,12,8,18,16,12,10,18,155,울산,개인-남자,30~39,2020
Chevrolet,2,2,3,4,4,3,2,0,1,2,5,2,30,울산,개인-남자,30~39,2020
Chrysler,0,2,2,3,4,6,0,2,3,2,3,3,30,울산,개인-남자,30~39,2020
Ford,2,1,4,3,3,2,4,1,2,2,2,2,28,울산,개인-남자,30~39,2020
Honda,1,1,0,0,0,0,0,0,0,0,0,1,3,울산,개인-남자,30~39,2020
Infiniti,0,0,0,0,1,0,0,0,0,0,0,0,1,울산,개인-남자,30~39,2020
Land Rover,1,0,0,0,0,0,0,0,0,0,1,1,3,울산,개인-남자,30~39,2020
Lexus,0,0,0,1,2,0,0,0,0,2,0,1,6,울산,개인-남자,30~39,2020
Lincoln,0,0,0,1,0,0,0,0,1,0,1,0,3,울산,개인-남자,30~39,2020
MINI,0,1,2,4,2,2,3,3,8,0,1,3,29,울산,개인-남자,30~39,2020
Mercedes-Benz,3,0,4,12,10,9,4,9,9,7,9,13,89,울산,개인-남자,30~39,2020
Nissan,0,1,0,0,0,2,0,0,0,0,0,0,3,울산,개인-남자,30~39,2020
Peugeot,0,0,1,0,0,0,1,0,1,0,1,0,4,울산,개인-남자,30~39,2020
Porsche,0,1,0,0,0,2,0,1,1,0,0,1,6,울산,개인-남자,30~39,2020
Toyota,0,0,1,0,1,1,1,0,1,0,0,2,7,울산,개인-남자,30~39,2020
Volkswagen,4,2,1,4,3,1,0,1,4,3,6,3,32,울산,개인-남자,30~39,2020
Volvo,4,2,7,9,4,3,4,0,3,4,3,4,47,울산,개인-남자,30~39,2020
Audi,4,0,1,3,4,2,3,4,5,6,7,8,47,울산,개인-남자,40~49,2020
BMW,6,11,16,11,11,10,13,21,10,5,16,17,147,울산,개인-남자,40~49,2020
Cadillac,0,0,1,1,0,0,0,0,0,0,0,1,3,울산,개인-남자,40~49,2020
Chevrolet,9,2,3,1,4,4,7,2,4,3,2,1,42,울산,개인-남자,40~49,2020
Chrysler,2,1,2,2,3,14,1,2,6,5,5,5,48,울산,개인-남자,40~49,2020
Citroen,0,1,0,0,0,0,0,1,0,0,0,0,2,울산,개인-남자,40~49,2020
Ford,4,1,2,2,4,5,1,2,2,2,2,1,28,울산,개인-남자,40~49,2020
Honda,2,1,0,1,0,0,0,0,0,0,5,1,10,울산,개인-남자,40~49,2020
Jaguar,0,1,0,0,0,0,0,0,0,0,0,0,1,울산,개인-남자,40~49,2020
Land Rover,0,2,1,0,1,2,0,0,2,0,0,2,10,울산,개인-남자,40~49,2020
Lexus,0,0,0,0,0,1,0,1,1,1,0,3,7,울산,개인-남자,40~49,2020
Lincoln,0,0,0,0,1,1,3,0,0,1,4,1,11,울산,개인-남자,40~49,2020
MINI,1,1,1,0,3,4,0,3,2,3,3,6,27,울산,개인-남자,40~49,2020
Mercedes-Benz,5,6,7,10,13,12,11,8,7,8,11,18,116,울산,개인-남자,40~49,2020
Nissan,0,0,0,0,1,3,0,0,0,0,0,0,4,울산,개인-남자,40~49,2020
Peugeot,0,0,1,0,0,0,1,0,1,0,0,1,4,울산,개인-남자,40~49,2020
Porsche,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인-남자,40~49,2020
Toyota,0,1,0,0,0,2,2,1,1,2,0,3,12,울산,개인-남자,40~49,2020
Volkswagen,6,1,0,1,1,1,5,0,1,4,6,8,34,울산,개인-남자,40~49,2020
Volvo,0,2,0,6,0,5,6,2,0,2,2,5,30,울산,개인-남자,40~49,2020
Audi,2,3,2,0,8,4,4,6,6,3,4,3,45,울산,개인-남자,50~59,2020
BMW,5,5,7,3,2,5,7,8,8,7,5,12,74,울산,개인-남자,50~59,2020
Cadillac,0,0,1,1,0,1,0,0,1,0,1,0,5,울산,개인-남자,50~59,2020
Chevrolet,3,4,5,3,2,4,2,1,3,1,4,3,35,울산,개인-남자,50~59,2020
Chrysler,1,1,1,4,7,6,1,0,3,6,3,3,36,울산,개인-남자,50~59,2020
Ford,2,0,2,2,1,1,0,0,2,1,4,0,15,울산,개인-남자,50~59,2020
Honda,1,0,0,0,0,0,0,2,1,1,2,1,8,울산,개인-남자,50~59,2020
Infiniti,0,0,0,0,0,0,1,0,0,0,0,0,1,울산,개인-남자,50~59,2020
Jaguar,0,1,0,0,0,0,0,0,0,0,0,0,1,울산,개인-남자,50~59,2020
Land Rover,0,2,0,0,0,0,0,0,1,0,0,0,3,울산,개인-남자,50~59,2020
Lexus,1,0,1,0,0,1,0,0,1,2,1,4,11,울산,개인-남자,50~59,2020
Lincoln,4,0,0,0,2,1,1,0,2,0,2,1,13,울산,개인-남자,50~59,2020
MINI,0,3,1,0,1,2,1,2,2,3,4,1,20,울산,개인-남자,50~59,2020
Mercedes-Benz,6,4,3,7,9,9,7,8,8,9,9,15,94,울산,개인-남자,50~59,2020
Nissan,0,0,0,0,0,4,0,0,0,0,0,0,4,울산,개인-남자,50~59,2020
Peugeot,0,0,0,0,1,0,2,0,0,0,1,1,5,울산,개인-남자,50~59,2020
Porsche,0,0,1,0,1,0,1,0,0,0,0,0,3,울산,개인-남자,50~59,2020
Toyota,2,1,0,0,0,2,3,2,1,1,4,2,18,울산,개인-남자,50~59,2020
Volkswagen,2,0,2,2,0,1,2,1,0,2,5,4,21,울산,개인-남자,50~59,2020
Volvo,0,1,1,1,2,4,0,1,3,3,2,0,18,울산,개인-남자,50~59,2020
Audi,1,0,0,0,0,0,1,1,0,3,2,1,9,울산,개인-남자,60~69,2020
BMW,2,2,0,0,1,3,2,4,3,1,1,2,21,울산,개인-남자,60~69,2020
Cadillac,0,0,0,0,0,0,0,0,0,0,0,1,1,울산,개인-남자,60~69,2020
Chevrolet,2,0,0,2,4,2,0,0,1,2,1,1,15,울산,개인-남자,60~69,2020
Chrysler,1,0,1,2,0,1,3,1,0,0,1,2,12,울산,개인-남자,60~69,2020
Ford,0,0,0,0,0,0,0,1,0,0,0,2,3,울산,개인-남자,60~69,2020
Honda,0,1,0,0,0,0,0,2,0,0,0,0,3,울산,개인-남자,60~69,2020
Jaguar,1,0,0,0,0,0,0,0,0,0,0,0,1,울산,개인-남자,60~69,2020
Land Rover,0,0,0,1,0,0,0,0,0,1,0,1,3,울산,개인-남자,60~69,2020
Lexus,1,1,0,0,0,1,3,1,0,0,1,0,8,울산,개인-남자,60~69,2020
Lincoln,0,0,0,0,0,0,0,0,0,1,1,0,2,울산,개인-남자,60~69,2020
MINI,1,0,0,0,0,0,0,0,0,1,0,0,2,울산,개인-남자,60~69,2020
Maserati,0,0,0,0,0,0,0,1,0,0,0,0,1,울산,개인-남자,60~69,2020
Mercedes-Benz,2,4,1,3,4,3,4,1,2,4,2,4,34,울산,개인-남자,60~69,2020
Nissan,0,2,0,0,0,0,0,0,0,0,0,0,2,울산,개인-남자,60~69,2020
Toyota,0,0,0,0,0,0,1,1,0,0,1,0,3,울산,개인-남자,60~69,2020
Volkswagen,1,1,1,0,2,0,0,0,0,1,1,3,10,울산,개인-남자,60~69,2020
Volvo,1,0,1,0,1,1,1,0,0,0,1,1,7,울산,개인-남자,60~69,2020
Audi,0,0,0,0,0,0,0,1,0,0,0,0,1,울산,개인-남자,70~,2020
BMW,0,0,2,0,0,0,0,0,0,0,1,1,4,울산,개인-남자,70~,2020
Chevrolet,0,1,0,0,0,0,1,0,0,1,0,0,3,울산,개인-남자,70~,2020
Chrysler,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인-남자,70~,2020
Honda,0,1,0,0,0,0,0,0,0,0,0,0,1,울산,개인-남자,70~,2020
Lexus,0,0,0,0,0,0,1,0,0,0,0,1,2,울산,개인-남자,70~,2020
MINI,1,0,0,0,0,0,0,0,0,0,0,1,2,울산,개인-남자,70~,2020
Mercedes-Benz,3,0,1,0,1,1,1,1,4,0,1,2,15,울산,개인-남자,70~,2020
Nissan,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인-남자,70~,2020
Porsche,0,0,0,0,0,1,0,0,0,0,0,0,1,울산,개인-남자,70~,2020
Toyota,0,0,0,0,0,0,0,1,0,0,0,2,3,울산,개인-남자,70~,2020
Volkswagen,0,0,1,0,0,0,0,0,0,0,2,0,3,울산,개인-남자,70~,2020
Volvo,0,0,0,0,0,0,0,0,1,1,1,1,4,울산,개인-남자,70~,2020
Audi,0,1,0,0,0,1,0,2,3,1,0,0,8,울산,개인-여자,20~29,2020
BMW,0,1,1,1,4,2,0,0,3,1,0,1,14,울산,개인-여자,20~29,2020
Chevrolet,0,1,0,0,0,0,1,0,0,0,0,0,2,울산,개인-여자,20~29,2020
Chrysler,1,0,2,0,0,1,0,0,2,0,2,0,8,울산,개인-여자,20~29,2020
Land Rover,0,0,0,0,0,0,0,1,0,0,0,0,1,울산,개인-여자,20~29,2020
MINI,0,2,1,3,1,0,1,1,3,0,2,1,15,울산,개인-여자,20~29,2020
Mercedes-Benz,1,1,0,0,1,0,0,1,1,1,2,2,10,울산,개인-여자,20~29,2020
Nissan,0,0,0,0,1,0,0,0,0,0,0,0,1,울산,개인-여자,20~29,2020
Peugeot,0,0,1,0,0,0,0,0,0,0,0,0,1,울산,개인-여자,20~29,2020
Volkswagen,0,0,0,0,0,0,1,0,0,0,0,1,2,울산,개인-여자,20~29,2020
Volvo,0,0,0,1,0,0,0,0,0,0,0,0,1,울산,개인-여자,20~29,2020
Audi,2,0,0,1,1,2,2,1,1,2,3,2,17,울산,개인-여자,30~39,2020
BMW,0,0,5,8,5,2,3,7,6,6,6,6,54,울산,개인-여자,30~39,2020
Cadillac,0,0,0,0,0,0,0,0,0,1,0,0,1,울산,개인-여자,30~39,2020
Chevrolet,1,0,1,2,0,0,0,0,1,2,1,1,9,울산,개인-여자,30~39,2020
Chrysler,1,0,0,2,3,1,0,0,0,2,3,1,13,울산,개인-여자,30~39,2020
Citroen,0,0,0,0,1,0,0,0,0,0,0,0,1,울산,개인-여자,30~39,2020
Ford,1,1,0,0,1,1,1,0,0,1,1,1,8,울산,개인-여자,30~39,2020
Honda,0,1,1,0,0,0,0,0,0,0,0,0,2,울산,개인-여자,30~39,2020
Jaguar,0,0,0,0,0,0,0,1,0,1,0,0,2,울산,개인-여자,30~39,2020
Land Rover,0,0,1,0,1,0,1,0,0,1,1,1,6,울산,개인-여자,30~39,2020
Lexus,0,0,0,0,0,0,0,0,0,1,0,0,1,울산,개인-여자,30~39,2020
Lincoln,0,0,1,0,0,0,0,0,0,0,0,1,2,울산,개인-여자,30~39,2020
MINI,1,4,1,2,4,5,1,7,3,1,5,6,40,울산,개인-여자,30~39,2020
Mercedes-Benz,1,6,4,10,1,5,3,6,2,9,11,9,67,울산,개인-여자,30~39,2020
Peugeot,0,0,0,0,0,0,0,0,0,0,1,0,1,울산,개인-여자,30~39,2020
Porsche,0,0,0,0,1,0,0,0,0,0,0,0,1,울산,개인-여자,30~39,2020
Volkswagen,0,0,0,0,0,1,1,0,1,0,1,3,7,울산,개인-여자,30~39,2020
Volvo,0,3,0,0,1,1,0,0,3,1,2,4,15,울산,개인-여자,30~39,2020
Audi,0,2,2,4,0,2,2,3,4,6,5,3,33,울산,개인-여자,40~49,2020
BMW,2,0,1,2,4,4,3,2,0,4,5,6,33,울산,개인-여자,40~49,2020
Chevrolet,0,1,1,3,1,2,3,0,0,0,0,2,13,울산,개인-여자,40~49,2020
Chrysler,1,2,1,1,4,1,0,0,0,4,3,0,17,울산,개인-여자,40~49,2020
Ford,0,1,0,0,0,0,0,0,0,1,0,0,2,울산,개인-여자,40~49,2020
Honda,1,0,0,0,0,0,0,0,0,0,0,0,1,울산,개인-여자,40~49,2020
Jaguar,0,0,0,0,0,1,0,1,0,0,0,0,2,울산,개인-여자,40~49,2020
Land Rover,0,0,0,0,0,0,0,1,0,1,0,1,3,울산,개인-여자,40~49,2020
Lexus,0,0,0,0,0,0,0,0,0,1,0,0,1,울산,개인-여자,40~49,2020
Lincoln,0,1,0,0,0,1,0,0,1,1,1,0,5,울산,개인-여자,40~49,2020
MINI,2,0,0,0,2,4,2,0,1,1,5,2,19,울산,개인-여자,40~49,2020
Mercedes-Benz,6,4,4,6,3,5,8,3,5,5,3,13,65,울산,개인-여자,40~49,2020
Peugeot,1,0,0,0,0,0,0,1,0,1,0,0,3,울산,개인-여자,40~49,2020
Porsche,0,1,0,0,0,0,0,0,1,0,2,0,4,울산,개인-여자,40~49,2020
Toyota,0,0,0,1,1,0,1,0,1,0,0,0,4,울산,개인-여자,40~49,2020
Volkswagen,0,1,1,2,1,0,0,0,1,1,4,1,12,울산,개인-여자,40~49,2020
Volvo,0,2,1,1,0,2,3,0,1,2,1,4,17,울산,개인-여자,40~49,2020
Audi,1,1,1,2,0,1,4,1,1,2,0,0,14,울산,개인-여자,50~59,2020
BMW,0,1,2,2,0,1,1,4,2,4,0,6,23,울산,개인-여자,50~59,2020
Chevrolet,1,1,3,1,1,0,0,0,0,0,0,0,7,울산,개인-여자,50~59,2020
Chrysler,0,1,0,1,2,4,1,3,3,1,3,2,21,울산,개인-여자,50~59,2020
Honda,0,0,0,0,1,0,1,0,0,0,0,0,2,울산,개인-여자,50~59,2020
Land Rover,0,0,0,0,0,2,0,1,1,0,0,2,6,울산,개인-여자,50~59,2020
Lexus,0,0,0,0,0,0,0,1,2,0,0,0,3,울산,개인-여자,50~59,2020
Lincoln,0,0,1,0,1,1,0,0,0,0,0,1,4,울산,개인-여자,50~59,2020
MINI,3,1,0,0,0,0,0,2,1,0,1,0,8,울산,개인-여자,50~59,2020
Mercedes-Benz,2,4,3,5,2,3,4,4,4,4,6,8,49,울산,개인-여자,50~59,2020
Peugeot,1,0,0,0,0,0,0,0,1,0,0,0,2,울산,개인-여자,50~59,2020
Porsche,0,0,0,0,0,0,0,0,1,0,0,0,1,울산,개인-여자,50~59,2020
