구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age
Peugeot,0,2,1,0,1,0,5,3,0,1,1,5,19,인천,개인-여자,40~49
Porsche,0,0,0,0,1,0,0,0,0,0,2,0,3,인천,개인-여자,40~49
Toyota,4,6,2,4,7,9,8,7,6,8,9,5,75,인천,개인-여자,40~49
Volvo,0,0,1,1,0,3,1,0,1,0,2,0,9,인천,개인-여자,40~49
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,인천,개인-여자,50~59
BMW,5,2,5,7,8,5,6,2,6,5,7,7,65,인천,개인-여자,50~59
Cadillac,0,0,0,1,1,1,0,0,0,0,1,1,5,인천,개인-여자,50~59
Chrysler,2,2,3,2,3,1,1,0,1,0,2,1,18,인천,개인-여자,50~59
Fiat,0,2,2,0,0,0,0,0,0,0,0,0,4,인천,개인-여자,50~59
Ford,1,1,3,1,4,3,0,2,0,1,2,2,20,인천,개인-여자,50~59
Honda,6,3,1,4,2,10,0,0,2,2,0,2,32,인천,개인-여자,50~59
Infiniti,0,1,0,0,0,0,0,0,0,1,0,1,3,인천,개인-여자,50~59
Jaguar,1,0,1,0,0,0,1,0,0,0,0,2,5,인천,개인-여자,50~59
Land Rover,0,0,3,0,1,0,1,1,3,5,1,0,15,인천,개인-여자,50~59
Lexus,1,4,2,3,1,2,2,1,1,1,3,4,25,인천,개인-여자,50~59
MINI,1,1,0,0,4,0,1,3,0,1,2,3,16,인천,개인-여자,50~59
Mercedes-Benz,17,15,16,12,7,14,12,12,9,8,8,8,138,인천,개인-여자,50~59
Nissan,0,1,4,3,2,1,1,4,3,2,0,1,22,인천,개인-여자,50~59
Peugeot,1,0,0,0,0,1,1,1,0,2,0,0,6,인천,개인-여자,50~59
Porsche,0,1,0,1,1,0,0,0,0,0,0,0,3,인천,개인-여자,50~59
Toyota,4,3,2,3,4,3,2,5,1,3,5,6,41,인천,개인-여자,50~59
Volvo,2,0,0,1,0,1,1,2,1,1,1,0,10,인천,개인-여자,50~59
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,인천,개인-여자,60~69
BMW,0,2,0,0,1,2,2,1,0,2,5,3,18,인천,개인-여자,60~69
Cadillac,0,0,0,0,0,0,0,0,2,0,0,0,2,인천,개인-여자,60~69
Fiat,0,1,1,0,1,0,0,0,0,0,0,0,3,인천,개인-여자,60~69
Ford,1,0,0,1,1,0,1,1,0,0,2,0,7,인천,개인-여자,60~69
Honda,0,0,0,3,1,1,0,1,1,0,1,2,10,인천,개인-여자,60~69
Jaguar,0,0,1,0,0,0,0,0,0,0,0,0,1,인천,개인-여자,60~69
Lexus,0,0,1,1,0,1,3,0,1,3,0,3,13,인천,개인-여자,60~69
MINI,0,0,0,0,2,2,0,1,0,0,0,1,6,인천,개인-여자,60~69
Mercedes-Benz,1,3,5,4,2,9,1,5,4,1,1,2,38,인천,개인-여자,60~69
Nissan,0,0,0,1,0,0,0,0,1,1,0,0,3,인천,개인-여자,60~69
Peugeot,0,0,0,1,0,0,0,0,0,0,1,0,2,인천,개인-여자,60~69
Toyota,1,0,2,0,1,1,1,1,1,1,3,2,14,인천,개인-여자,60~69
Volvo,0,1,0,0,1,0,0,1,0,0,0,0,3,인천,개인-여자,60~69
BMW,0,0,0,0,0,1,0,0,1,0,0,1,3,인천,개인-여자,70~
Bentley,0,0,0,0,0,1,0,0,0,0,0,0,1,인천,개인-여자,70~
Chrysler,0,0,0,1,0,0,0,0,0,0,0,0,1,인천,개인-여자,70~
Honda,0,1,0,0,0,0,0,0,0,0,0,0,1,인천,개인-여자,70~
Jaguar,0,0,0,0,1,0,0,0,0,0,0,0,1,인천,개인-여자,70~
Mercedes-Benz,1,0,1,1,0,0,0,0,0,0,0,1,4,인천,개인-여자,70~
Nissan,0,0,0,0,0,0,0,0,0,1,0,0,1,인천,개인-여자,70~
Volvo,0,0,1,0,0,0,0,0,0,0,0,0,1,인천,개인-여자,70~
BMW,3,5,10,10,12,9,5,8,11,9,16,13,111,광주,개인,20~29
Cadillac,0,0,0,1,0,0,0,0,0,0,1,0,2,광주,개인,20~29
Chrysler,1,0,1,0,0,2,0,2,0,0,0,1,7,광주,개인,20~29
Citroen,0,0,0,0,0,1,0,0,0,0,0,0,1,광주,개인,20~29
Fiat,0,3,0,1,0,0,0,0,0,0,0,0,4,광주,개인,20~29
Ford,1,0,1,0,1,3,1,1,1,0,2,1,12,광주,개인,20~29
Honda,0,1,1,0,4,3,2,1,3,1,0,3,19,광주,개인,20~29
Infiniti,0,0,0,0,0,1,0,0,0,0,0,0,1,광주,개인,20~29
Jaguar,0,0,0,0,0,1,0,0,1,0,0,0,2,광주,개인,20~29
Land Rover,1,0,1,1,0,0,0,1,0,0,0,0,4,광주,개인,20~29
Lexus,0,0,2,1,0,1,0,0,1,1,0,0,6,광주,개인,20~29
MINI,3,0,4,5,2,2,3,2,3,3,2,4,33,광주,개인,20~29
Mercedes-Benz,8,4,6,2,4,5,9,4,4,1,5,3,55,광주,개인,20~29
Nissan,1,0,3,1,1,2,2,0,3,0,2,1,16,광주,개인,20~29
Peugeot,0,1,3,0,0,0,0,1,0,0,0,2,7,광주,개인,20~29
Toyota,0,1,1,3,1,0,1,0,2,2,0,5,16,광주,개인,20~29
Volvo,0,0,0,1,1,1,2,0,0,0,2,1,8,광주,개인,20~29
Audi,4,1,0,0,0,0,0,0,0,0,0,0,5,광주,개인,30~39
BMW,10,16,52,75,47,41,20,35,33,40,58,59,486,광주,개인,30~39
Cadillac,1,1,2,1,2,1,2,1,2,0,0,1,14,광주,개인,30~39
Chrysler,3,2,3,4,2,4,2,1,3,3,5,3,35,광주,개인,30~39
Citroen,0,0,0,0,1,0,1,1,0,1,0,1,5,광주,개인,30~39
Fiat,0,5,9,2,0,1,0,0,0,0,0,0,17,광주,개인,30~39
Ford,5,6,6,4,6,6,4,2,2,4,3,6,54,광주,개인,30~39
Honda,10,10,6,8,12,23,9,2,14,9,8,7,118,광주,개인,30~39
Infiniti,2,1,1,1,3,2,1,2,1,2,2,0,18,광주,개인,30~39
Jaguar,1,1,3,0,3,2,0,0,0,1,0,1,12,광주,개인,30~39
Land Rover,1,1,5,4,1,4,2,5,6,6,6,6,47,광주,개인,30~39
Lexus,1,4,4,6,6,9,6,11,5,4,7,5,68,광주,개인,30~39
MINI,4,6,4,9,10,3,3,3,3,2,7,11,65,광주,개인,30~39
Mercedes-Benz,40,21,37,30,20,42,31,30,38,15,38,16,358,광주,개인,30~39
Nissan,4,7,7,5,9,6,8,6,11,10,1,7,81,광주,개인,30~39
Peugeot,0,2,1,2,3,2,5,6,3,1,2,5,32,광주,개인,30~39
Porsche,1,0,1,2,1,2,3,0,1,0,0,3,14,광주,개인,30~39
Toyota,6,3,10,7,3,8,8,10,5,9,4,2,75,광주,개인,30~39
Volvo,2,3,12,6,6,4,4,8,2,8,7,3,65,광주,개인,30~39
Audi,2,3,0,0,0,0,0,0,0,0,0,0,5,광주,개인,40~49
BMW,14,20,39,31,38,36,12,24,30,19,50,45,358,광주,개인,40~49
Cadillac,0,0,1,2,1,3,4,4,1,1,2,2,21,광주,개인,40~49
Chrysler,1,3,7,4,3,6,3,2,7,4,2,8,50,광주,개인,40~49
Citroen,0,0,0,0,1,0,0,0,0,0,0,0,1,광주,개인,40~49
Fiat,0,3,2,1,1,0,0,0,0,0,0,0,7,광주,개인,40~49
Ford,4,8,2,6,5,10,8,7,5,3,3,6,67,광주,개인,40~49
Honda,10,7,2,9,13,19,20,3,15,15,10,7,130,광주,개인,40~49
Infiniti,0,1,0,2,1,0,2,1,1,1,0,0,9,광주,개인,40~49
Jaguar,1,0,5,1,0,3,0,2,2,0,1,2,17,광주,개인,40~49
Land Rover,1,3,3,3,1,4,6,2,5,4,4,4,40,광주,개인,40~49
Lexus,6,11,5,6,11,10,11,8,12,5,5,14,104,광주,개인,40~49
MINI,4,0,2,1,5,2,4,4,2,2,3,4,33,광주,개인,40~49
Mercedes-Benz,37,34,21,36,20,36,35,35,24,21,34,14,347,광주,개인,40~49
Nissan,9,1,10,9,4,11,3,3,6,2,12,2,72,광주,개인,40~49
Peugeot,2,2,0,5,2,1,1,3,1,1,2,5,25,광주,개인,40~49
Porsche,1,0,1,1,0,1,0,0,0,0,0,1,5,광주,개인,40~49
Toyota,9,7,6,8,6,10,4,10,7,6,9,4,86,광주,개인,40~49
Volvo,2,1,2,8,4,4,7,5,3,5,7,2,50,광주,개인,40~49
Audi,7,0,0,0,0,0,0,0,0,0,0,0,7,광주,개인,50~59
BMW,8,13,20,15,24,14,8,5,16,11,17,23,174,광주,개인,50~59
Bentley,0,0,0,0,1,0,0,0,0,0,0,0,1,광주,개인,50~59
Cadillac,0,0,3,1,0,3,0,2,0,0,0,0,9,광주,개인,50~59
Chrysler,2,2,1,0,4,0,3,3,4,2,3,4,28,광주,개인,50~59
Citroen,1,0,0,0,0,0,0,0,0,0,0,0,1,광주,개인,50~59
Fiat,0,1,1,3,0,0,0,0,0,0,0,0,5,광주,개인,50~59
Ford,1,1,2,4,7,2,3,4,5,1,0,4,34,광주,개인,50~59
Honda,4,2,4,5,8,18,6,7,15,7,6,4,86,광주,개인,50~59
Infiniti,0,1,0,0,1,0,1,0,0,0,1,0,4,광주,개인,50~59
Jaguar,0,0,2,0,2,0,0,0,1,0,0,0,5,광주,개인,50~59
Land Rover,1,0,2,0,1,0,1,1,2,1,2,3,14,광주,개인,50~59
Lexus,8,4,6,8,2,7,7,14,8,4,8,7,83,광주,개인,50~59
MINI,0,0,1,0,1,1,1,0,4,3,0,1,12,광주,개인,50~59
Mercedes-Benz,33,18,29,18,18,35,18,14,18,21,27,16,265,광주,개인,50~59
Nissan,3,2,7,2,2,4,3,4,4,2,2,3,38,광주,개인,50~59
Peugeot,0,1,0,1,1,1,1,1,2,1,1,0,10,광주,개인,50~59
Porsche,1,0,0,1,1,0,0,0,0,1,0,0,4,광주,개인,50~59
Toyota,1,5,2,2,5,4,4,7,3,8,10,3,54,광주,개인,50~59
Volvo,0,3,4,3,4,5,2,3,2,4,5,1,36,광주,개인,50~59
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,광주,개인,60~69
BMW,3,5,5,2,3,4,1,1,3,10,5,6,48,광주,개인,60~69
Cadillac,1,1,0,0,0,0,0,1,0,0,0,1,4,광주,개인,60~69
Chrysler,1,0,1,0,3,0,0,1,1,0,1,1,9,광주,개인,60~69
Citroen,0,0,0,0,0,0,0,0,0,0,0,1,1,광주,개인,60~69
Ford,3,0,3,0,1,0,0,1,2,0,1,2,13,광주,개인,60~69
Honda,1,2,1,7,4,7,4,3,4,1,5,1,40,광주,개인,60~69
Jaguar,0,0,1,0,0,0,0,0,1,0,1,1,4,광주,개인,60~69
Land Rover,0,0,0,0,1,1,0,1,1,0,0,0,4,광주,개인,60~69
Lexus,4,4,1,0,5,2,1,2,3,6,2,3,33,광주,개인,60~69
MINI,0,0,0,2,1,0,0,0,0,0,0,0,3,광주,개인,60~69
Mercedes-Benz,17,4,7,6,4,13,7,11,8,7,11,4,99,광주,개인,60~69
Nissan,1,0,2,2,2,2,0,0,0,0,2,3,14,광주,개인,60~69
Peugeot,0,1,1,0,0,0,0,0,0,0,0,0,2,광주,개인,60~69
Porsche,0,0,0,0,1,0,0,0,1,0,1,0,3,광주,개인,60~69
Toyota,1,1,0,3,3,2,6,2,2,0,1,2,23,광주,개인,60~69
Volvo,1,0,0,2,0,2,0,2,1,0,1,0,9,광주,개인,60~69
BMW,0,0,0,1,5,1,1,0,2,1,1,1,13,광주,개인,70~
Cadillac,0,0,0,0,0,0,0,0,0,0,1,0,1,광주,개인,70~
Chrysler,0,0,1,0,0,0,0,0,1,1,1,0,4,광주,개인,70~
Ford,0,0,0,0,1,0,0,0,0,0,0,1,2,광주,개인,70~
Honda,3,0,0,0,0,1,1,0,0,0,0,0,5,광주,개인,70~
Jaguar,0,0,1,0,0,0,0,0,0,0,0,0,1,광주,개인,70~
Land Rover,0,0,0,0,0,0,0,0,0,0,0,1,1,광주,개인,70~
Lexus,0,0,1,1,1,1,1,0,1,0,0,1,7,광주,개인,70~
MINI,0,0,0,0,0,0,0,0,0,1,0,0,1,광주,개인,70~
Mercedes-Benz,2,0,1,3,0,4,3,2,1,3,3,2,24,광주,개인,70~
Peugeot,0,0,0,0,0,1,0,0,0,0,0,0,1,광주,개인,70~
Toyota,0,0,0,0,0,0,0,1,0,0,1,0,2,광주,개인,70~
Volvo,0,0,0,0,1,2,1,1,0,0,1,0,6,광주,개인,70~
BMW,3,5,4,4,7,6,5,4,6,7,13,9,73,광주,개인-남자,20~29
Cadillac,0,0,0,1,0,0,0,0,0,0,1,0,2,광주,개인-남자,20~29
Chrysler,1,0,1,0,0,2,0,1,0,0,0,0,5,광주,개인-남자,20~29
Citroen,0,0,0,0,0,1,0,0,0,0,0,0,1,광주,개인-남자,20~29
Fiat,0,2,0,0,0,0,0,0,0,0,0,0,2,광주,개인-남자,20~29
Ford,1,0,1,0,0,3,1,1,1,0,1,0,9,광주,개인-남자,20~29
Honda,0,1,1,0,3,2,2,0,1,1,0,2,13,광주,개인-남자,20~29
Infiniti,0,0,0,0,0,1,0,0,0,0,0,0,1,광주,개인-남자,20~29
Land Rover,1,0,1,1,0,0,0,0,0,0,0,0,3,광주,개인-남자,20~29
Lexus,0,0,2,1,0,0,0,0,1,0,0,0,4,광주,개인-남자,20~29
MINI,2,0,1,1,0,0,0,1,1,1,0,2,9,광주,개인-남자,20~29
Mercedes-Benz,6,2,2,2,3,2,5,1,2,1,4,1,31,광주,개인-남자,20~29
Nissan,1,0,2,1,1,1,1,0,1,0,1,0,9,광주,개인-남자,20~29
Peugeot,0,0,2,0,0,0,0,0,0,0,0,1,3,광주,개인-남자,20~29
Toyota,0,0,0,3,0,0,1,0,2,2,0,2,10,광주,개인-남자,20~29
Volvo,0,0,0,0,1,0,1,0,0,0,0,1,3,광주,개인-남자,20~29
Audi,2,0,0,0,0,0,0,0,0,0,0,0,2,광주,개인-남자,30~39
BMW,8,13,37,51,38,32,12,24,24,26,38,43,346,광주,개인-남자,30~39
Cadillac,1,0,2,1,0,1,2,1,1,0,0,1,10,광주,개인-남자,30~39
Chrysler,1,0,0,2,1,1,1,1,2,1,4,1,15,광주,개인-남자,30~39
Citroen,0,0,0,0,1,0,1,1,0,1,0,0,4,광주,개인-남자,30~39
Fiat,0,2,4,1,0,1,0,0,0,0,0,0,8,광주,개인-남자,30~39
Ford,4,5,3,3,6,4,2,2,2,3,2,4,40,광주,개인-남자,30~39
Honda,6,7,5,5,11,17,6,0,10,5,6,5,83,광주,개인-남자,30~39
Infiniti,1,0,1,1,2,2,1,2,1,2,1,0,14,광주,개인-남자,30~39
Jaguar,0,1,2,0,1,2,0,0,0,0,0,1,7,광주,개인-남자,30~39
Land Rover,0,1,3,1,1,2,2,3,5,4,3,4,29,광주,개인-남자,30~39
Lexus,1,4,2,5,5,4,6,7,4,1,3,5,47,광주,개인-남자,30~39
MINI,3,2,2,4,6,1,1,0,2,0,3,2,26,광주,개인-남자,30~39
Mercedes-Benz,24,14,21,15,7,25,17,17,23,11,26,10,210,광주,개인-남자,30~39
Nissan,4,3,7,4,6,6,6,5,8,6,0,5,60,광주,개인-남자,30~39
Peugeot,0,2,0,2,2,1,3,3,3,0,1,4,21,광주,개인-남자,30~39
Porsche,1,0,1,1,1,2,3,0,1,0,0,2,12,광주,개인-남자,30~39
Toyota,3,1,4,6,2,6,6,6,4,4,4,1,47,광주,개인-남자,30~39
Volvo,1,3,8,5,4,3,3,3,1,6,4,1,42,광주,개인-남자,30~39
Audi,2,1,0,0,0,0,0,0,0,0,0,0,3,광주,개인-남자,40~49
BMW,11,13,22,24,28,24,6,16,16,14,30,28,232,광주,개인-남자,40~49
Cadillac,0,0,1,2,1,3,3,3,1,1,2,1,18,광주,개인-남자,40~49
Chrysler,0,1,4,2,3,4,3,1,6,2,2,7,35,광주,개인-남자,40~49
Citroen,0,0,0,0,1,0,0,0,0,0,0,0,1,광주,개인-남자,40~49
Fiat,0,1,0,1,1,0,0,0,0,0,0,0,3,광주,개인-남자,40~49
Ford,4,6,1,6,5,9,5,5,3,3,3,4,54,광주,개인-남자,40~49
Honda,8,5,2,3,8,16,11,1,11,7,10,7,89,광주,개인-남자,40~49
Infiniti,0,1,0,1,1,0,2,1,1,1,0,0,8,광주,개인-남자,40~49
Jaguar,0,0,4,1,0,3,0,1,1,0,1,1,12,광주,개인-남자,40~49
Land Rover,1,3,3,1,0,4,4,1,2,3,2,3,27,광주,개인-남자,40~49
Lexus,4,8,3,4,6,8,7,4,6,4,2,7,63,광주,개인-남자,40~49
MINI,2,0,0,1,3,2,2,3,0,1,1,1,16,광주,개인-남자,40~49
Mercedes-Benz,20,20,8,20,8,16,21,16,10,12,15,8,174,광주,개인-남자,40~49
Nissan,8,1,6,5,2,10,2,3,4,2,6,1,50,광주,개인-남자,40~49
Peugeot,2,1,0,3,1,1,1,1,1,0,2,4,17,광주,개인-남자,40~49
Porsche,1,0,1,1,0,1,0,0,0,0,0,0,4,광주,개인-남자,40~49
Toyota,6,5,6,2,4,4,2,5,5,3,9,4,55,광주,개인-남자,40~49
Volvo,2,1,2,4,3,2,4,2,2,5,4,2,33,광주,개인-남자,40~49
Audi,3,0,0,0,0,0,0,0,0,0,0,0,3,광주,개인-남자,50~59
BMW,7,8,16,11,18,8,3,3,10,7,12,16,119,광주,개인-남자,50~59
Bentley,0,0,0,0,1,0,0,0,0,0,0,0,1,광주,개인-남자,50~59
Cadillac,0,0,3,1,0,2,0,2,0,0,0,0,8,광주,개인-남자,50~59
Chrysler,1,2,1,0,4,0,2,1,3,2,3,3,22,광주,개인-남자,50~59
Citroen,1,0,0,0,0,0,0,0,0,0,0,0,1,광주,개인-남자,50~59
Fiat,0,1,1,1,0,0,0,0,0,0,0,0,3,광주,개인-남자,50~59
Ford,1,1,2,3,3,1,3,3,5,1,0,4,27,광주,개인-남자,50~59
Honda,4,2,3,3,7,14,1,5,11,6,5,3,64,광주,개인-남자,50~59
Infiniti,0,1,0,0,1,0,0,0,0,0,1,0,3,광주,개인-남자,50~59
Jaguar,0,0,1,0,1,0,0,0,1,0,0,0,3,광주,개인-남자,50~59
Land Rover,1,0,0,0,1,0,1,1,1,1,1,2,9,광주,개인-남자,50~59
Lexus,6,2,3,3,1,5,3,8,4,2,6,2,45,광주,개인-남자,50~59
MINI,0,0,0,0,1,1,0,0,2,1,0,0,5,광주,개인-남자,50~59
Mercedes-Benz,17,12,14,13,10,17,10,2,13,8,14,8,138,광주,개인-남자,50~59
Nissan,2,2,5,1,2,3,2,2,3,2,2,3,29,광주,개인-남자,50~59
Peugeot,0,1,0,1,0,1,0,1,0,0,1,0,5,광주,개인-남자,50~59
Porsche,1,0,0,1,1,0,0,0,0,1,0,0,4,광주,개인-남자,50~59
Toyota,1,2,2,2,1,3,2,5,0,7,6,3,34,광주,개인-남자,50~59
Volvo,0,3,4,2,3,5,1,2,1,2,4,1,28,광주,개인-남자,50~59
Audi,1,0,0,0,0,0,0,0,0,0,0,0,1,광주,개인-남자,60~69
BMW,3,1,3,2,2,3,1,1,3,8,4,5,36,광주,개인-남자,60~69
Cadillac,1,0,0,0,0,0,0,1,0,0,0,1,3,광주,개인-남자,60~69
Chrysler,1,0,1,0,3,0,0,1,0,0,1,1,8,광주,개인-남자,60~69
Ford,3,0,3,0,1,0,0,1,2,0,1,2,13,광주,개인-남자,60~69
Honda,1,2,1,6,2,3,3,2,3,1,4,1,29,광주,개인-남자,60~69
Jaguar,0,0,0,0,0,0,0,0,1,0,1,1,3,광주,개인-남자,60~69
Land Rover,0,0,0,0,1,0,0,1,1,0,0,0,3,광주,개인-남자,60~69
Lexus,2,4,1,0,1,2,1,2,1,5,2,2,23,광주,개인-남자,60~69
MINI,0,0,0,1,1,0,0,0,0,0,0,0,2,광주,개인-남자,60~69
Mercedes-Benz,14,3,4,5,4,8,7,8,6,5,4,4,72,광주,개인-남자,60~69
Nissan,0,0,0,2,1,2,0,0,0,0,2,2,9,광주,개인-남자,60~69
Peugeot,0,1,0,0,0,0,0,0,0,0,0,0,1,광주,개인-남자,60~69
Porsche,0,0,0,0,0,0,0,0,0,0,1,0,1,광주,개인-남자,60~69
Toyota,1,1,0,3,2,2,5,2,2,0,1,2,21,광주,개인-남자,60~69
Volvo,1,0,0,1,0,2,0,2,1,0,1,0,8,광주,개인-남자,60~69
BMW,0,0,0,1,3,0,1,0,0,1,1,1,8,광주,개인-남자,70~
Cadillac,0,0,0,0,0,0,0,0,0,0,1,0,1,광주,개인-남자,70~
Chrysler,0,0,1,0,0,0,0,0,1,1,0,0,3,광주,개인-남자,70~
Ford,0,0,0,0,1,0,0,0,0,0,0,1,2,광주,개인-남자,70~
Honda,2,0,0,0,0,1,1,0,0,0,0,0,4,광주,개인-남자,70~
Jaguar,0,0,1,0,0,0,0,0,0,0,0,0,1,광주,개인-남자,70~
Lexus,0,0,1,1,1,1,1,0,1,0,0,1,7,광주,개인-남자,70~
MINI,0,0,0,0,0,0,0,0,0,1,0,0,1,광주,개인-남자,70~
Mercedes-Benz,1,0,1,3,0,4,2,1,1,2,2,2,19,광주,개인-남자,70~
Toyota,0,0,0,0,0,0,0,1,0,0,1,0,2,광주,개인-남자,70~
Volvo,0,0,0,0,1,1,1,0,0,0,0,0,3,광주,개인-남자,70~
BMW,0,0,6,6,5,3,0,4,5,2,3,4,38,광주,개인-여자,20~29
Chrysler,0,0,0,0,0,0,0,1,0,0,0,1,2,광주,개인-여자,20~29
Fiat,0,1,0,1,0,0,0,0,0,0,0,0,2,광주,개인-여자,20~29
Ford,0,0,0,0,1,0,0,0,0,0,1,1,3,광주,개인-여자,20~29
Honda,0,0,0,0,1,1,0,1,2,0,0,1,6,광주,개인-여자,20~29
Jaguar,0,0,0,0,0,1,0,0,1,0,0,0,2,광주,개인-여자,20~29
Land Rover,0,0,0,0,0,0,0,1,0,0,0,0,1,광주,개인-여자,20~29
Lexus,0,0,0,0,0,1,0,0,0,1,0,0,2,광주,개인-여자,20~29
MINI,1,0,3,4,2,2,3,1,2,2,2,2,24,광주,개인-여자,20~29
Mercedes-Benz,2,2,4,0,1,3,4,3,2,0,1,2,24,광주,개인-여자,20~29
Nissan,0,0,1,0,0,1,1,0,2,0,1,1,7,광주,개인-여자,20~29
Peugeot,0,1,1,0,0,0,0,1,0,0,0,1,4,광주,개인-여자,20~29
Toyota,0,1,1,0,1,0,0,0,0,0,0,3,6,광주,개인-여자,20~29
Volvo,0,0,0,1,0,1,1,0,0,0,2,0,5,광주,개인-여자,20~29
Audi,2,1,0,0,0,0,0,0,0,0,0,0,3,광주,개인-여자,30~39
BMW,2,3,15,24,9,9,8,11,9,14,20,16,140,광주,개인-여자,30~39
Cadillac,0,1,0,0,2,0,0,0,1,0,0,0,4,광주,개인-여자,30~39
Chrysler,2,2,3,2,1,3,1,0,1,2,1,2,20,광주,개인-여자,30~39
Citroen,0,0,0,0,0,0,0,0,0,0,0,1,1,광주,개인-여자,30~39
Fiat,0,3,5,1,0,0,0,0,0,0,0,0,9,광주,개인-여자,30~39
Ford,1,1,3,1,0,2,2,0,0,1,1,2,14,광주,개인-여자,30~39
Honda,4,3,1,3,1,6,3,2,4,4,2,2,35,광주,개인-여자,30~39
Infiniti,1,1,0,0,1,0,0,0,0,0,1,0,4,광주,개인-여자,30~39
Jaguar,1,0,1,0,2,0,0,0,0,1,0,0,5,광주,개인-여자,30~39
Land Rover,1,0,2,3,0,2,0,2,1,2,3,2,18,광주,개인-여자,30~39
Lexus,0,0,2,1,1,5,0,4,1,3,4,0,21,광주,개인-여자,30~39
MINI,1,4,2,5,4,2,2,3,1,2,4,9,39,광주,개인-여자,30~39
Mercedes-Benz,16,7,16,15,13,17,14,13,15,4,12,6,148,광주,개인-여자,30~39
Nissan,0,4,0,1,3,0,2,1,3,4,1,2,21,광주,개인-여자,30~39
Peugeot,0,0,1,0,1,1,2,3,0,1,1,1,11,광주,개인-여자,30~39
Porsche,0,0,0,1,0,0,0,0,0,0,0,1,2,광주,개인-여자,30~39
Toyota,3,2,6,1,1,2,2,4,1,5,0,1,28,광주,개인-여자,30~39
Volvo,1,0,4,1,2,1,1,5,1,2,3,2,23,광주,개인-여자,30~39
Audi,0,2,0,0,0,0,0,0,0,0,0,0,2,광주,개인-여자,40~49
BMW,3,7,17,7,10,12,6,8,14,5,20,17,126,광주,개인-여자,40~49
Cadillac,0,0,0,0,0,0,1,1,0,0,0,1,3,광주,개인-여자,40~49
Chrysler,1,2,3,2,0,2,0,1,1,2,0,1,15,광주,개인-여자,40~49
Fiat,0,2,2,0,0,0,0,0,0,0,0,0,4,광주,개인-여자,40~49
Ford,0,2,1,0,0,1,3,2,2,0,0,2,13,광주,개인-여자,40~49
Honda,2,2,0,6,5,3,9,2,4,8,0,0,41,광주,개인-여자,40~49
Infiniti,0,0,0,1,0,0,0,0,0,0,0,0,1,광주,개인-여자,40~49
Jaguar,1,0,1,0,0,0,0,1,1,0,0,1,5,광주,개인-여자,40~49
Land Rover,0,0,0,2,1,0,2,1,3,1,2,1,13,광주,개인-여자,40~49
Lexus,2,3,2,2,5,2,4,4,6,1,3,7,41,광주,개인-여자,40~49
MINI,2,0,2,0,2,0,2,1,2,1,2,3,17,광주,개인-여자,40~49
Mercedes-Benz,17,14,13,16,12,20,14,19,14,9,19,6,173,광주,개인-여자,40~49
Nissan,1,0,4,4,2,1,1,0,2,0,6,1,22,광주,개인-여자,40~49
Peugeot,0,1,0,2,1,0,0,2,0,1,0,1,8,광주,개인-여자,40~49
Porsche,0,0,0,0,0,0,0,0,0,0,0,1,1,광주,개인-여자,40~49
Toyota,3,2,0,6,2,6,2,5,2,3,0,0,31,광주,개인-여자,40~49
Volvo,0,0,0,4,1,2,3,3,1,0,3,0,17,광주,개인-여자,40~49
Audi,4,0,0,0,0,0,0,0,0,0,0,0,4,광주,개인-여자,50~59
BMW,1,5,4,4,6,6,5,2,6,4,5,7,55,광주,개인-여자,50~59
Cadillac,0,0,0,0,0,1,0,0,0,0,0,0,1,광주,개인-여자,50~59
Chrysler,1,0,0,0,0,0,1,2,1,0,0,1,6,광주,개인-여자,50~59
Fiat,0,0,0,2,0,0,0,0,0,0,0,0,2,광주,개인-여자,50~59
Ford,0,0,0,1,4,1,0,1,0,0,0,0,7,광주,개인-여자,50~59
Honda,0,0,1,2,1,4,5,2,4,1,1,1,22,광주,개인-여자,50~59
Infiniti,0,0,0,0,0,0,1,0,0,0,0,0,1,광주,개인-여자,50~59
Jaguar,0,0,1,0,1,0,0,0,0,0,0,0,2,광주,개인-여자,50~59
Land Rover,0,0,2,0,0,0,0,0,1,0,1,1,5,광주,개인-여자,50~59
Lexus,2,2,3,5,1,2,4,6,4,2,2,5,38,광주,개인-여자,50~59
MINI,0,0,1,0,0,0,1,0,2,2,0,1,7,광주,개인-여자,50~59
Mercedes-Benz,16,6,15,5,8,18,8,12,5,13,13,8,127,광주,개인-여자,50~59
Nissan,1,0,2,1,0,1,1,2,1,0,0,0,9,광주,개인-여자,50~59
Peugeot,0,0,0,0,1,0,1,0,2,1,0,0,5,광주,개인-여자,50~59
Toyota,0,3,0,0,4,1,2,2,3,1,4,0,20,광주,개인-여자,50~59
Volvo,0,0,0,1,1,0,1,1,1,2,1,0,8,광주,개인-여자,50~59
BMW,0,4,2,0,1,1,0,0,0,2,1,1,12,광주,개인-여자,60~69
Cadillac,0,1,0,0,0,0,0,0,0,0,0,0,1,광주,개인-여자,60~69
Chrysler,0,0,0,0,0,0,0,0,1,0,0,0,1,광주,개인-여자,60~69
