Brand,지역,유형,age,year,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,total
Citroen,충남,개인-여자,30~39,2020,0,1,0,0,0,0,0,0,0,0,1,1,3
Citroen,충남,개인-여자,40~49,2016,0,0,1,1,0,0,0,0,0,0,0,0,2
Citroen,충남,개인-여자,40~49,2017,0,0,1,1,0,0,0,0,0,0,0,0,2
Citroen,충남,개인-여자,40~49,2018,0,1,0,0,0,0,0,0,0,0,0,0,1
Citroen,충남,개인-여자,40~49,2019,0,0,0,0,0,0,0,1,0,0,0,0,1
Citroen,충남,개인-여자,40~49,2020,0,0,0,0,0,0,0,0,0,0,1,0,1
Citroen,충남,개인-여자,40~49,2021,0,1,0,0,0,0,0,0,0,0,0,0,1
Citroen,충남,개인-여자,50~59,2019,0,0,0,0,0,0,1,0,0,0,0,1,2
Citroen,충남,개인-여자,50~59,2020,0,0,1,0,0,0,0,1,0,0,0,0,2
Citroen,충남,개인-여자,60~69,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
Citroen,충남,개인-여자,60~69,2019,0,0,0,1,0,0,0,0,0,0,0,0,1
Citroen,충남,법인,-,2016,0,0,0,0,1,0,0,0,0,0,0,0,1
Citroen,충남,법인,-,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
Citroen,충북,개인,20~29,2016,0,0,0,1,0,0,0,0,1,0,0,1,3
Citroen,충북,개인,20~29,2017,0,0,0,1,0,0,0,0,1,0,0,1,3
Citroen,충북,개인,20~29,2018,0,0,0,1,0,1,0,0,0,0,0,0,2
Citroen,충북,개인,20~29,2019,0,0,0,0,0,0,0,0,0,0,1,0,1
Citroen,충북,개인,20~29,2020,0,1,0,0,1,0,0,0,0,0,0,2,4
Citroen,충북,개인,30~39,2016,1,1,0,3,1,0,0,2,0,0,1,0,9
Citroen,충북,개인,30~39,2017,1,1,0,3,1,0,0,2,0,0,1,0,9
Citroen,충북,개인,30~39,2018,0,0,0,1,0,0,0,1,0,1,0,0,3
Citroen,충북,개인,30~39,2019,0,0,0,0,0,0,0,0,0,1,0,2,3
Citroen,충북,개인,30~39,2020,1,0,0,0,1,0,0,0,0,0,0,2,4
Citroen,충북,개인,40~49,2016,0,0,1,0,0,0,0,0,0,1,0,0,2
Citroen,충북,개인,40~49,2017,0,0,1,0,0,0,0,0,0,1,0,0,2
Citroen,충북,개인,40~49,2018,1,0,1,1,0,1,1,0,0,2,1,0,8
Citroen,충북,개인,40~49,2019,0,1,0,0,0,1,0,0,0,1,0,0,3
Citroen,충북,개인,40~49,2020,0,0,0,0,1,2,0,0,0,0,1,1,5
Citroen,충북,개인,50~59,2016,0,0,0,0,0,0,0,1,0,0,1,1,3
Citroen,충북,개인,50~59,2017,0,0,0,0,0,0,0,1,0,0,1,1,3
Citroen,충북,개인,50~59,2018,0,0,0,0,0,0,1,0,0,0,0,0,1
Citroen,충북,개인,50~59,2019,0,0,1,1,0,1,0,0,0,0,0,1,4
Citroen,충북,개인,50~59,2020,0,0,0,0,1,0,0,0,0,0,0,0,1
Citroen,충북,개인,60~69,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
Citroen,충북,개인-남자,20~29,2016,0,0,0,1,0,0,0,0,1,0,0,0,2
Citroen,충북,개인-남자,20~29,2017,0,0,0,1,0,0,0,0,1,0,0,0,2
Citroen,충북,개인-남자,20~29,2018,0,0,0,0,0,1,0,0,0,0,0,0,1
Citroen,충북,개인-남자,20~29,2019,0,0,0,0,0,0,0,0,0,0,1,0,1
Citroen,충북,개인-남자,20~29,2020,0,1,0,0,1,0,0,0,0,0,0,1,3
Citroen,충북,개인-남자,30~39,2016,0,1,0,2,1,0,0,0,0,0,1,0,5
Citroen,충북,개인-남자,30~39,2017,0,1,0,2,1,0,0,0,0,0,1,0,5
Citroen,충북,개인-남자,30~39,2018,0,0,0,1,0,0,0,1,0,1,0,0,3
Citroen,충북,개인-남자,30~39,2019,0,0,0,0,0,0,0,0,0,1,0,0,1
Citroen,충북,개인-남자,30~39,2020,1,0,0,0,1,0,0,0,0,0,0,2,4
Citroen,충북,개인-남자,40~49,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Citroen,충북,개인-남자,40~49,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Citroen,충북,개인-남자,40~49,2018,1,0,1,1,0,1,1,0,0,1,0,0,6
Citroen,충북,개인-남자,40~49,2019,0,1,0,0,0,1,0,0,0,1,0,0,3
Citroen,충북,개인-남자,40~49,2020,0,0,0,0,0,2,0,0,0,0,1,1,4
Citroen,충북,개인-남자,50~59,2016,0,0,0,0,0,0,0,0,0,0,1,1,2
Citroen,충북,개인-남자,50~59,2017,0,0,0,0,0,0,0,0,0,0,1,1,2
Citroen,충북,개인-남자,50~59,2018,0,0,0,0,0,0,1,0,0,0,0,0,1
Citroen,충북,개인-남자,50~59,2019,0,0,1,0,0,1,0,0,0,0,0,1,3
Citroen,충북,개인-남자,50~59,2020,0,0,0,0,1,0,0,0,0,0,0,0,1
Citroen,충북,개인-여자,20~29,2016,0,0,0,0,0,0,0,0,0,0,0,1,1
Citroen,충북,개인-여자,20~29,2017,0,0,0,0,0,0,0,0,0,0,0,1,1
Citroen,충북,개인-여자,20~29,2018,0,0,0,1,0,0,0,0,0,0,0,0,1
Citroen,충북,개인-여자,20~29,2020,0,0,0,0,0,0,0,0,0,0,0,1,1
Citroen,충북,개인-여자,30~39,2016,1,0,0,1,0,0,0,2,0,0,0,0,4
Citroen,충북,개인-여자,30~39,2017,1,0,0,1,0,0,0,2,0,0,0,0,4
Citroen,충북,개인-여자,30~39,2019,0,0,0,0,0,0,0,0,0,0,0,2,2
Citroen,충북,개인-여자,40~49,2016,0,0,0,0,0,0,0,0,0,1,0,0,1
Citroen,충북,개인-여자,40~49,2017,0,0,0,0,0,0,0,0,0,1,0,0,1
Citroen,충북,개인-여자,40~49,2018,0,0,0,0,0,0,0,0,0,1,1,0,2
Citroen,충북,개인-여자,40~49,2020,0,0,0,0,1,0,0,0,0,0,0,0,1
Citroen,충북,개인-여자,50~59,2016,0,0,0,0,0,0,0,1,0,0,0,0,1
Citroen,충북,개인-여자,50~59,2017,0,0,0,0,0,0,0,1,0,0,0,0,1
Citroen,충북,개인-여자,50~59,2019,0,0,0,1,0,0,0,0,0,0,0,0,1
Citroen,충북,개인-여자,60~69,2018,0,0,0,0,0,0,0,1,0,0,0,0,1
Fiat,강원,개인,20~29,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,강원,개인,20~29,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,강원,개인,30~39,2016,0,1,2,2,0,0,0,0,0,0,0,0,5
Fiat,강원,개인,30~39,2017,0,1,2,2,0,0,0,0,0,0,0,0,5
Fiat,강원,개인,40~49,2016,0,1,1,3,0,0,0,0,0,0,0,0,5
Fiat,강원,개인,40~49,2017,0,1,1,3,0,0,0,0,0,0,0,0,5
Fiat,강원,개인-남자,30~39,2016,0,1,2,0,0,0,0,0,0,0,0,0,3
Fiat,강원,개인-남자,30~39,2017,0,1,2,0,0,0,0,0,0,0,0,0,3
Fiat,강원,개인-남자,40~49,2016,0,0,1,2,0,0,0,0,0,0,0,0,3
Fiat,강원,개인-남자,40~49,2017,0,0,1,2,0,0,0,0,0,0,0,0,3
Fiat,강원,개인-여자,20~29,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,강원,개인-여자,20~29,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,강원,개인-여자,30~39,2016,0,0,0,2,0,0,0,0,0,0,0,0,2
Fiat,강원,개인-여자,30~39,2017,0,0,0,2,0,0,0,0,0,0,0,0,2
Fiat,강원,개인-여자,40~49,2016,0,1,0,1,0,0,0,0,0,0,0,0,2
Fiat,강원,개인-여자,40~49,2017,0,1,0,1,0,0,0,0,0,0,0,0,2
Fiat,경기,개인,20~29,2016,0,5,8,2,0,0,0,0,0,0,0,0,15
Fiat,경기,개인,20~29,2017,0,5,8,2,0,0,0,0,0,0,0,0,15
Fiat,경기,개인,30~39,2016,2,34,57,25,2,2,1,0,0,0,0,0,123
Fiat,경기,개인,30~39,2017,2,34,57,25,2,2,1,0,0,0,0,0,123
Fiat,경기,개인,40~49,2016,1,30,52,12,4,0,0,0,0,0,0,0,99
Fiat,경기,개인,40~49,2017,1,30,52,12,4,0,0,0,0,0,0,0,99
Fiat,경기,개인,50~59,2016,2,5,8,3,2,0,1,0,0,0,0,0,21
Fiat,경기,개인,50~59,2017,2,5,8,3,2,0,1,0,0,0,0,0,21
Fiat,경기,개인,60~69,2016,0,3,5,3,0,0,0,0,0,0,0,0,11
Fiat,경기,개인,60~69,2017,0,3,5,3,0,0,0,0,0,0,0,0,11
Fiat,경기,개인,70~,2016,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,경기,개인,70~,2017,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,경기,개인-남자,20~29,2016,0,2,3,2,0,0,0,0,0,0,0,0,7
Fiat,경기,개인-남자,20~29,2017,0,2,3,2,0,0,0,0,0,0,0,0,7
Fiat,경기,개인-남자,30~39,2016,0,21,34,14,0,1,0,0,0,0,0,0,70
Fiat,경기,개인-남자,30~39,2017,0,21,34,14,0,1,0,0,0,0,0,0,70
Fiat,경기,개인-남자,40~49,2016,0,24,28,5,2,0,0,0,0,0,0,0,59
Fiat,경기,개인-남자,40~49,2017,0,24,28,5,2,0,0,0,0,0,0,0,59
Fiat,경기,개인-남자,50~59,2016,1,4,5,2,0,0,0,0,0,0,0,0,12
Fiat,경기,개인-남자,50~59,2017,1,4,5,2,0,0,0,0,0,0,0,0,12
Fiat,경기,개인-남자,60~69,2016,0,1,3,1,0,0,0,0,0,0,0,0,5
Fiat,경기,개인-남자,60~69,2017,0,1,3,1,0,0,0,0,0,0,0,0,5
Fiat,경기,개인-남자,70~,2016,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,경기,개인-남자,70~,2017,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,경기,개인-여자,20~29,2016,0,3,5,0,0,0,0,0,0,0,0,0,8
Fiat,경기,개인-여자,20~29,2017,0,3,5,0,0,0,0,0,0,0,0,0,8
Fiat,경기,개인-여자,30~39,2016,2,13,23,11,2,1,1,0,0,0,0,0,53
Fiat,경기,개인-여자,30~39,2017,2,13,23,11,2,1,1,0,0,0,0,0,53
Fiat,경기,개인-여자,40~49,2016,1,6,24,7,2,0,0,0,0,0,0,0,40
Fiat,경기,개인-여자,40~49,2017,1,6,24,7,2,0,0,0,0,0,0,0,40
Fiat,경기,개인-여자,50~59,2016,1,1,3,1,2,0,1,0,0,0,0,0,9
Fiat,경기,개인-여자,50~59,2017,1,1,3,1,2,0,1,0,0,0,0,0,9
Fiat,경기,개인-여자,60~69,2016,0,2,2,2,0,0,0,0,0,0,0,0,6
Fiat,경기,개인-여자,60~69,2017,0,2,2,2,0,0,0,0,0,0,0,0,6
Fiat,경기,법인,-,2016,0,1,6,0,0,1,1,0,1,0,0,0,10
Fiat,경기,법인,-,2017,0,9,10,3,2,1,0,0,0,0,0,0,25
Fiat,경남,개인,20~29,2016,0,1,0,2,0,0,0,0,0,0,0,0,3
Fiat,경남,개인,20~29,2017,0,1,0,2,0,0,0,0,0,0,0,0,3
Fiat,경남,개인,30~39,2016,0,8,7,5,0,1,0,0,0,0,0,0,21
Fiat,경남,개인,30~39,2017,0,8,7,5,0,1,0,0,0,0,0,0,21
Fiat,경남,개인,40~49,2016,0,1,4,1,0,0,0,0,0,0,0,0,6
Fiat,경남,개인,40~49,2017,0,1,4,1,0,0,0,0,0,0,0,0,6
Fiat,경남,개인,50~59,2016,0,3,4,3,0,0,0,0,0,0,0,0,10
Fiat,경남,개인,50~59,2017,0,3,4,3,0,0,0,0,0,0,0,0,10
Fiat,경남,개인-남자,20~29,2016,0,0,0,1,0,0,0,0,0,0,0,0,1
Fiat,경남,개인-남자,20~29,2017,0,0,0,1,0,0,0,0,0,0,0,0,1
Fiat,경남,개인-남자,30~39,2016,0,3,5,1,0,1,0,0,0,0,0,0,10
Fiat,경남,개인-남자,30~39,2017,0,3,5,1,0,1,0,0,0,0,0,0,10
Fiat,경남,개인-남자,40~49,2016,0,1,1,1,0,0,0,0,0,0,0,0,3
Fiat,경남,개인-남자,40~49,2017,0,1,1,1,0,0,0,0,0,0,0,0,3
Fiat,경남,개인-남자,50~59,2016,0,3,2,2,0,0,0,0,0,0,0,0,7
Fiat,경남,개인-남자,50~59,2017,0,3,2,2,0,0,0,0,0,0,0,0,7
Fiat,경남,개인-여자,20~29,2016,0,1,0,1,0,0,0,0,0,0,0,0,2
Fiat,경남,개인-여자,20~29,2017,0,1,0,1,0,0,0,0,0,0,0,0,2
Fiat,경남,개인-여자,30~39,2016,0,5,2,4,0,0,0,0,0,0,0,0,11
Fiat,경남,개인-여자,30~39,2017,0,5,2,4,0,0,0,0,0,0,0,0,11
Fiat,경남,개인-여자,40~49,2016,0,0,3,0,0,0,0,0,0,0,0,0,3
Fiat,경남,개인-여자,40~49,2017,0,0,3,0,0,0,0,0,0,0,0,0,3
Fiat,경남,개인-여자,50~59,2016,0,0,2,1,0,0,0,0,0,0,0,0,3
Fiat,경남,개인-여자,50~59,2017,0,0,2,1,0,0,0,0,0,0,0,0,3
Fiat,경남,법인,-,2016,0,1,1,2,0,0,0,1,0,0,0,2,7
Fiat,경남,법인,-,2017,0,1,3,0,0,0,0,0,0,0,0,0,4
Fiat,경북,개인,20~29,2016,1,0,0,0,0,0,0,0,0,0,0,0,1
Fiat,경북,개인,20~29,2017,1,0,0,0,0,0,0,0,0,0,0,0,1
Fiat,경북,개인,30~39,2016,0,4,4,1,0,0,0,0,0,0,0,0,9
Fiat,경북,개인,30~39,2017,0,4,4,1,0,0,0,0,0,0,0,0,9
Fiat,경북,개인,40~49,2016,1,0,3,3,0,0,0,0,0,0,0,0,7
Fiat,경북,개인,40~49,2017,1,0,3,3,0,0,0,0,0,0,0,0,7
Fiat,경북,개인,50~59,2016,1,0,3,1,0,0,0,0,0,0,0,0,5
Fiat,경북,개인,50~59,2017,1,0,3,1,0,0,0,0,0,0,0,0,5
Fiat,경북,개인,60~69,2016,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,경북,개인,60~69,2017,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,경북,개인-남자,30~39,2016,0,2,3,0,0,0,0,0,0,0,0,0,5
Fiat,경북,개인-남자,30~39,2017,0,2,3,0,0,0,0,0,0,0,0,0,5
Fiat,경북,개인-남자,40~49,2016,1,0,3,1,0,0,0,0,0,0,0,0,5
Fiat,경북,개인-남자,40~49,2017,1,0,3,1,0,0,0,0,0,0,0,0,5
Fiat,경북,개인-남자,50~59,2016,1,0,2,1,0,0,0,0,0,0,0,0,4
Fiat,경북,개인-남자,50~59,2017,1,0,2,1,0,0,0,0,0,0,0,0,4
Fiat,경북,개인-남자,60~69,2016,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,경북,개인-남자,60~69,2017,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,경북,개인-여자,20~29,2016,1,0,0,0,0,0,0,0,0,0,0,0,1
Fiat,경북,개인-여자,20~29,2017,1,0,0,0,0,0,0,0,0,0,0,0,1
Fiat,경북,개인-여자,30~39,2016,0,2,1,1,0,0,0,0,0,0,0,0,4
Fiat,경북,개인-여자,30~39,2017,0,2,1,1,0,0,0,0,0,0,0,0,4
Fiat,경북,개인-여자,40~49,2016,0,0,0,2,0,0,0,0,0,0,0,0,2
Fiat,경북,개인-여자,40~49,2017,0,0,0,2,0,0,0,0,0,0,0,0,2
Fiat,경북,개인-여자,50~59,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,경북,개인-여자,50~59,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,경북,법인,-,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,경북,법인,-,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,광주,개인,20~29,2016,0,3,0,1,0,0,0,0,0,0,0,0,4
Fiat,광주,개인,20~29,2017,0,3,0,1,0,0,0,0,0,0,0,0,4
Fiat,광주,개인,30~39,2016,0,5,9,2,0,1,0,0,0,0,0,0,17
Fiat,광주,개인,30~39,2017,0,5,9,2,0,1,0,0,0,0,0,0,17
Fiat,광주,개인,40~49,2016,0,3,2,1,1,0,0,0,0,0,0,0,7
Fiat,광주,개인,40~49,2017,0,3,2,1,1,0,0,0,0,0,0,0,7
Fiat,광주,개인,50~59,2016,0,1,1,3,0,0,0,0,0,0,0,0,5
Fiat,광주,개인,50~59,2017,0,1,1,3,0,0,0,0,0,0,0,0,5
Fiat,광주,개인-남자,20~29,2016,0,2,0,0,0,0,0,0,0,0,0,0,2
Fiat,광주,개인-남자,20~29,2017,0,2,0,0,0,0,0,0,0,0,0,0,2
Fiat,광주,개인-남자,30~39,2016,0,2,4,1,0,1,0,0,0,0,0,0,8
Fiat,광주,개인-남자,30~39,2017,0,2,4,1,0,1,0,0,0,0,0,0,8
Fiat,광주,개인-남자,40~49,2016,0,1,0,1,1,0,0,0,0,0,0,0,3
Fiat,광주,개인-남자,40~49,2017,0,1,0,1,1,0,0,0,0,0,0,0,3
Fiat,광주,개인-남자,50~59,2016,0,1,1,1,0,0,0,0,0,0,0,0,3
Fiat,광주,개인-남자,50~59,2017,0,1,1,1,0,0,0,0,0,0,0,0,3
Fiat,광주,개인-여자,20~29,2016,0,1,0,1,0,0,0,0,0,0,0,0,2
Fiat,광주,개인-여자,20~29,2017,0,1,0,1,0,0,0,0,0,0,0,0,2
Fiat,광주,개인-여자,30~39,2016,0,3,5,1,0,0,0,0,0,0,0,0,9
Fiat,광주,개인-여자,30~39,2017,0,3,5,1,0,0,0,0,0,0,0,0,9
Fiat,광주,개인-여자,40~49,2016,0,2,2,0,0,0,0,0,0,0,0,0,4
Fiat,광주,개인-여자,40~49,2017,0,2,2,0,0,0,0,0,0,0,0,0,4
Fiat,광주,개인-여자,50~59,2016,0,0,0,2,0,0,0,0,0,0,0,0,2
Fiat,광주,개인-여자,50~59,2017,0,0,0,2,0,0,0,0,0,0,0,0,2
Fiat,광주,법인,-,2016,0,0,0,0,0,1,0,0,0,0,0,0,1
Fiat,광주,법인,-,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,대구,개인,20~29,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,대구,개인,20~29,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,대구,개인,30~39,2016,3,1,2,0,0,0,0,1,0,0,0,0,7
Fiat,대구,개인,30~39,2017,3,1,2,0,0,0,0,1,0,0,0,0,7
Fiat,대구,개인,40~49,2016,0,3,4,2,0,0,0,0,0,0,0,0,9
Fiat,대구,개인,40~49,2017,0,3,4,2,0,0,0,0,0,0,0,0,9
Fiat,대구,개인,50~59,2016,0,3,1,1,0,0,0,0,0,0,0,0,5
Fiat,대구,개인,50~59,2017,0,3,1,1,0,0,0,0,0,0,0,0,5
Fiat,대구,개인,60~69,2016,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,대구,개인,60~69,2017,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,대구,개인-남자,20~29,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,대구,개인-남자,20~29,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,대구,개인-남자,30~39,2016,0,1,1,0,0,0,0,0,0,0,0,0,2
Fiat,대구,개인-남자,30~39,2017,0,1,1,0,0,0,0,0,0,0,0,0,2
Fiat,대구,개인-남자,40~49,2016,0,3,3,1,0,0,0,0,0,0,0,0,7
Fiat,대구,개인-남자,40~49,2017,0,3,3,1,0,0,0,0,0,0,0,0,7
Fiat,대구,개인-남자,50~59,2016,0,1,1,1,0,0,0,0,0,0,0,0,3
Fiat,대구,개인-남자,50~59,2017,0,1,1,1,0,0,0,0,0,0,0,0,3
Fiat,대구,개인-여자,30~39,2016,3,0,1,0,0,0,0,1,0,0,0,0,5
Fiat,대구,개인-여자,30~39,2017,3,0,1,0,0,0,0,1,0,0,0,0,5
Fiat,대구,개인-여자,40~49,2016,0,0,1,1,0,0,0,0,0,0,0,0,2
Fiat,대구,개인-여자,40~49,2017,0,0,1,1,0,0,0,0,0,0,0,0,2
Fiat,대구,개인-여자,50~59,2016,0,2,0,0,0,0,0,0,0,0,0,0,2
Fiat,대구,개인-여자,50~59,2017,0,2,0,0,0,0,0,0,0,0,0,0,2
Fiat,대구,개인-여자,60~69,2016,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,대구,개인-여자,60~69,2017,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,대구,법인,-,2016,0,0,2,0,0,0,0,1,0,0,1,2,6
Fiat,대구,법인,-,2017,0,6,2,0,0,0,0,0,0,0,0,0,8
Fiat,대전,개인,20~29,2016,0,2,1,0,0,0,0,0,0,0,0,0,3
Fiat,대전,개인,20~29,2017,0,2,1,0,0,0,0,0,0,0,0,0,3
Fiat,대전,개인,30~39,2016,0,1,4,0,0,0,0,0,0,0,0,0,5
Fiat,대전,개인,30~39,2017,0,1,4,0,0,0,0,0,0,0,0,0,5
Fiat,대전,개인,40~49,2016,0,2,3,1,0,0,0,0,0,0,0,0,6
Fiat,대전,개인,40~49,2017,0,2,3,1,0,0,0,0,0,0,0,0,6
Fiat,대전,개인,50~59,2016,1,0,0,0,0,0,0,0,0,0,0,0,1
Fiat,대전,개인,50~59,2017,1,0,0,0,0,0,0,0,0,0,0,0,1
Fiat,대전,개인-남자,20~29,2016,0,1,1,0,0,0,0,0,0,0,0,0,2
Fiat,대전,개인-남자,20~29,2017,0,1,1,0,0,0,0,0,0,0,0,0,2
Fiat,대전,개인-남자,30~39,2016,0,0,2,0,0,0,0,0,0,0,0,0,2
Fiat,대전,개인-남자,30~39,2017,0,0,2,0,0,0,0,0,0,0,0,0,2
Fiat,대전,개인-남자,40~49,2016,0,2,3,1,0,0,0,0,0,0,0,0,6
Fiat,대전,개인-남자,40~49,2017,0,2,3,1,0,0,0,0,0,0,0,0,6
Fiat,대전,개인-남자,50~59,2016,1,0,0,0,0,0,0,0,0,0,0,0,1
Fiat,대전,개인-남자,50~59,2017,1,0,0,0,0,0,0,0,0,0,0,0,1
Fiat,대전,개인-여자,20~29,2016,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,대전,개인-여자,20~29,2017,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,대전,개인-여자,30~39,2016,0,1,2,0,0,0,0,0,0,0,0,0,3
Fiat,대전,개인-여자,30~39,2017,0,1,2,0,0,0,0,0,0,0,0,0,3
Fiat,대전,법인,-,2016,0,0,0,0,0,1,1,0,0,0,0,0,2
Fiat,대전,법인,-,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,부산,개인,20~29,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,부산,개인,20~29,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,부산,개인,30~39,2016,0,7,9,10,0,0,0,0,0,0,0,0,26
Fiat,부산,개인,30~39,2017,0,7,9,10,0,0,0,0,0,0,0,0,26
Fiat,부산,개인,40~49,2016,0,7,7,8,0,1,0,0,0,0,0,0,23
Fiat,부산,개인,40~49,2017,0,7,7,8,0,1,0,0,0,0,0,0,23
Fiat,부산,개인,50~59,2016,0,0,1,2,0,0,0,0,0,0,0,0,3
Fiat,부산,개인,50~59,2017,0,0,1,2,0,0,0,0,0,0,0,0,3
Fiat,부산,개인,60~69,2016,0,1,1,0,0,0,0,0,0,0,0,0,2
Fiat,부산,개인,60~69,2017,0,1,1,0,0,0,0,0,0,0,0,0,2
Fiat,부산,개인-남자,30~39,2016,0,4,4,4,0,0,0,0,0,0,0,0,12
Fiat,부산,개인-남자,30~39,2017,0,4,4,4,0,0,0,0,0,0,0,0,12
Fiat,부산,개인-남자,40~49,2016,0,3,4,5,0,0,0,0,0,0,0,0,12
Fiat,부산,개인-남자,40~49,2017,0,3,4,5,0,0,0,0,0,0,0,0,12
Fiat,부산,개인-남자,50~59,2016,0,0,0,1,0,0,0,0,0,0,0,0,1
Fiat,부산,개인-남자,50~59,2017,0,0,0,1,0,0,0,0,0,0,0,0,1
Fiat,부산,개인-남자,60~69,2016,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,부산,개인-남자,60~69,2017,0,1,0,0,0,0,0,0,0,0,0,0,1
Fiat,부산,개인-여자,20~29,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,부산,개인-여자,20~29,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,부산,개인-여자,30~39,2016,0,3,5,6,0,0,0,0,0,0,0,0,14
Fiat,부산,개인-여자,30~39,2017,0,3,5,6,0,0,0,0,0,0,0,0,14
Fiat,부산,개인-여자,40~49,2016,0,4,3,3,0,1,0,0,0,0,0,0,11
Fiat,부산,개인-여자,40~49,2017,0,4,3,3,0,1,0,0,0,0,0,0,11
Fiat,부산,개인-여자,50~59,2016,0,0,1,1,0,0,0,0,0,0,0,0,2
Fiat,부산,개인-여자,50~59,2017,0,0,1,1,0,0,0,0,0,0,0,0,2
Fiat,부산,개인-여자,60~69,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,부산,개인-여자,60~69,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,부산,법인,-,2016,2,3,16,4,2,3,2,1,4,6,3,9,55
Fiat,부산,법인,-,2017,2,5,16,4,1,3,0,0,0,0,0,0,31
Fiat,서울,개인,20~29,2016,2,5,6,2,1,1,0,0,0,0,0,0,17
Fiat,서울,개인,20~29,2017,2,5,6,2,1,1,0,0,0,0,0,0,17
Fiat,서울,개인,30~39,2016,0,25,44,14,1,3,1,1,0,0,0,0,89
Fiat,서울,개인,30~39,2017,0,25,44,14,1,3,1,1,0,0,0,0,89
Fiat,서울,개인,40~49,2016,3,13,27,9,2,1,0,0,0,0,0,0,55
Fiat,서울,개인,40~49,2017,3,13,27,9,2,1,0,0,0,0,0,0,55
Fiat,서울,개인,50~59,2016,1,13,7,0,1,0,0,0,0,0,0,0,22
Fiat,서울,개인,50~59,2017,1,13,7,0,1,0,0,0,0,0,0,0,22
Fiat,서울,개인,60~69,2016,0,0,1,2,0,0,0,0,0,0,0,0,3
Fiat,서울,개인,60~69,2017,0,0,1,2,0,0,0,0,0,0,0,0,3
Fiat,서울,개인,70~,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,서울,개인,70~,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,서울,개인-남자,20~29,2016,1,1,1,1,0,0,0,0,0,0,0,0,4
Fiat,서울,개인-남자,20~29,2017,1,1,1,1,0,0,0,0,0,0,0,0,4
Fiat,서울,개인-남자,30~39,2016,0,16,31,9,0,1,1,0,0,0,0,0,58
Fiat,서울,개인-남자,30~39,2017,0,16,31,9,0,1,1,0,0,0,0,0,58
Fiat,서울,개인-남자,40~49,2016,1,8,19,7,1,1,0,0,0,0,0,0,37
Fiat,서울,개인-남자,40~49,2017,1,8,19,7,1,1,0,0,0,0,0,0,37
Fiat,서울,개인-남자,50~59,2016,0,9,5,0,0,0,0,0,0,0,0,0,14
Fiat,서울,개인-남자,50~59,2017,0,9,5,0,0,0,0,0,0,0,0,0,14
Fiat,서울,개인-남자,60~69,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,서울,개인-남자,60~69,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,서울,개인-남자,70~,2016,0,0,1,0,0,0,0,0,0,0,0,0,1
Fiat,서울,개인-남자,70~,2017,0,0,1,0,0,0,0,0,0,0,0,0,1
