구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age,year
Chrysler,0,2,0,2,0,0,0,0,0,0,0,0,4,충북,법인,-,2021
Ford,0,0,0,4,0,0,0,0,0,0,0,0,4,충북,법인,-,2021
Land Rover,1,0,0,0,0,0,0,0,0,0,0,0,1,충북,법인,-,2021
Lexus,0,0,2,1,0,0,0,0,0,0,0,0,3,충북,법인,-,2021
Lincoln,2,1,2,1,0,0,0,0,0,0,0,0,6,충북,법인,-,2021
MINI,0,1,2,0,0,0,0,0,0,0,0,0,3,충북,법인,-,2021
Mercedes-Benz,16,14,6,13,0,0,0,0,0,0,0,0,49,충북,법인,-,2021
Peugeot,0,0,1,0,0,0,0,0,0,0,0,0,1,충북,법인,-,2021
Porsche,2,4,2,2,0,0,0,0,0,0,0,0,10,충북,법인,-,2021
Volkswagen,0,2,3,0,0,0,0,0,0,0,0,0,5,충북,법인,-,2021
Volvo,3,3,0,1,0,0,0,0,0,0,0,0,7,충북,법인,-,2021
Audi,3,8,2,1,0,0,0,0,0,0,0,0,14,충남,법인,-,2021
BMW,9,5,3,6,0,0,0,0,0,0,0,0,23,충남,법인,-,2021
Bentley,0,0,0,1,0,0,0,0,0,0,0,0,1,충남,법인,-,2021
Cadillac,2,6,3,0,0,0,0,0,0,0,0,0,11,충남,법인,-,2021
Chevrolet,2,3,5,8,0,0,0,0,0,0,0,0,18,충남,법인,-,2021
Chrysler,5,0,3,1,0,0,0,0,0,0,0,0,9,충남,법인,-,2021
Ford,1,2,2,5,0,0,0,0,0,0,0,0,10,충남,법인,-,2021
Land Rover,1,1,1,0,0,0,0,0,0,0,0,0,3,충남,법인,-,2021
Lexus,0,2,1,2,0,0,0,0,0,0,0,0,5,충남,법인,-,2021
Lincoln,1,0,0,6,0,0,0,0,0,0,0,0,7,충남,법인,-,2021
MINI,0,0,0,2,0,0,0,0,0,0,0,0,2,충남,법인,-,2021
Mercedes-Benz,18,8,21,13,0,0,0,0,0,0,0,0,60,충남,법인,-,2021
Porsche,1,0,0,3,0,0,0,0,0,0,0,0,4,충남,법인,-,2021
Toyota,0,0,1,1,0,0,0,0,0,0,0,0,2,충남,법인,-,2021
Volkswagen,1,0,2,2,0,0,0,0,0,0,0,0,5,충남,법인,-,2021
Volvo,1,3,1,1,0,0,0,0,0,0,0,0,6,충남,법인,-,2021
Audi,2,6,2,3,0,0,0,0,0,0,0,0,13,전북,법인,-,2021
BMW,8,10,5,16,0,0,0,0,0,0,0,0,39,전북,법인,-,2021
Cadillac,1,0,0,0,0,0,0,0,0,0,0,0,1,전북,법인,-,2021
Chevrolet,5,2,0,3,0,0,0,0,0,0,0,0,10,전북,법인,-,2021
Chrysler,2,1,2,0,0,0,0,0,0,0,0,0,5,전북,법인,-,2021
Ford,3,0,1,7,0,0,0,0,0,0,0,0,11,전북,법인,-,2021
Honda,1,0,0,0,0,0,0,0,0,0,0,0,1,전북,법인,-,2021
Land Rover,0,2,0,0,0,0,0,0,0,0,0,0,2,전북,법인,-,2021
Lexus,0,1,4,0,0,0,0,0,0,0,0,0,5,전북,법인,-,2021
Lincoln,1,2,0,3,0,0,0,0,0,0,0,0,6,전북,법인,-,2021
Mercedes-Benz,8,10,14,16,0,0,0,0,0,0,0,0,48,전북,법인,-,2021
Peugeot,0,0,1,3,0,0,0,0,0,0,0,0,4,전북,법인,-,2021
Porsche,0,1,1,1,0,0,0,0,0,0,0,0,3,전북,법인,-,2021
Toyota,1,0,0,0,0,0,0,0,0,0,0,0,1,전북,법인,-,2021
Volkswagen,1,2,1,0,0,0,0,0,0,0,0,0,4,전북,법인,-,2021
Volvo,1,2,2,0,0,0,0,0,0,0,0,0,5,전북,법인,-,2021
Audi,5,10,8,4,0,0,0,0,0,0,0,0,27,전남,법인,-,2021
BMW,21,27,8,9,0,0,0,0,0,0,0,0,65,전남,법인,-,2021
Cadillac,1,1,0,0,0,0,0,0,0,0,0,0,2,전남,법인,-,2021
Chevrolet,23,9,7,6,0,0,0,0,0,0,0,0,45,전남,법인,-,2021
Chrysler,0,1,1,2,0,0,0,0,0,0,0,0,4,전남,법인,-,2021
Ford,0,0,0,3,0,0,0,0,0,0,0,0,3,전남,법인,-,2021
Land Rover,2,0,0,0,0,0,0,0,0,0,0,0,2,전남,법인,-,2021
Lincoln,2,0,0,2,0,0,0,0,0,0,0,0,4,전남,법인,-,2021
MINI,0,1,0,2,0,0,0,0,0,0,0,0,3,전남,법인,-,2021
Maserati,0,0,2,0,0,0,0,0,0,0,0,0,2,전남,법인,-,2021
Mercedes-Benz,38,21,32,66,0,0,0,0,0,0,0,0,157,전남,법인,-,2021
Porsche,1,3,3,1,0,0,0,0,0,0,0,0,8,전남,법인,-,2021
Toyota,0,0,1,1,0,0,0,0,0,0,0,0,2,전남,법인,-,2021
Volkswagen,0,5,1,4,0,0,0,0,0,0,0,0,10,전남,법인,-,2021
Volvo,2,2,1,1,0,0,0,0,0,0,0,0,6,전남,법인,-,2021
Audi,1,5,5,2,0,0,0,0,0,0,0,0,13,경북,법인,-,2021
BMW,10,7,11,9,0,0,0,0,0,0,0,0,37,경북,법인,-,2021
Bentley,0,0,0,1,0,0,0,0,0,0,0,0,1,경북,법인,-,2021
Cadillac,0,0,0,1,0,0,0,0,0,0,0,0,1,경북,법인,-,2021
Chevrolet,6,1,11,3,0,0,0,0,0,0,0,0,21,경북,법인,-,2021
Chrysler,4,0,3,3,0,0,0,0,0,0,0,0,10,경북,법인,-,2021
Ford,0,1,1,3,0,0,0,0,0,0,0,0,5,경북,법인,-,2021
Honda,0,2,1,0,0,0,0,0,0,0,0,0,3,경북,법인,-,2021
Lexus,3,3,5,2,0,0,0,0,0,0,0,0,13,경북,법인,-,2021
Lincoln,2,1,0,0,0,0,0,0,0,0,0,0,3,경북,법인,-,2021
MINI,1,0,0,0,0,0,0,0,0,0,0,0,1,경북,법인,-,2021
Mercedes-Benz,12,9,7,17,0,0,0,0,0,0,0,0,45,경북,법인,-,2021
Porsche,1,2,0,1,0,0,0,0,0,0,0,0,4,경북,법인,-,2021
Toyota,1,0,1,0,0,0,0,0,0,0,0,0,2,경북,법인,-,2021
Volkswagen,4,2,3,0,0,0,0,0,0,0,0,0,9,경북,법인,-,2021
Volvo,1,4,4,2,0,0,0,0,0,0,0,0,11,경북,법인,-,2021
Audi,22,21,22,15,0,0,0,0,0,0,0,0,80,경남,법인,-,2021
BMW,193,160,218,262,0,0,0,0,0,0,0,0,833,경남,법인,-,2021
Bentley,1,0,2,0,0,0,0,0,0,0,0,0,3,경남,법인,-,2021
Cadillac,13,9,4,6,0,0,0,0,0,0,0,0,32,경남,법인,-,2021
Chevrolet,9,3,8,7,0,0,0,0,0,0,0,0,27,경남,법인,-,2021
Chrysler,13,3,22,20,0,0,0,0,0,0,0,0,58,경남,법인,-,2021
Citroen,1,0,0,0,0,0,0,0,0,0,0,0,1,경남,법인,-,2021
Ford,1,4,4,5,0,0,0,0,0,0,0,0,14,경남,법인,-,2021
Honda,2,4,1,1,0,0,0,0,0,0,0,0,8,경남,법인,-,2021
Jaguar,6,9,10,0,0,0,0,0,0,0,0,0,25,경남,법인,-,2021
Land Rover,31,19,48,12,0,0,0,0,0,0,0,0,110,경남,법인,-,2021
Lexus,7,20,22,19,0,0,0,0,0,0,0,0,68,경남,법인,-,2021
Lincoln,4,3,4,7,0,0,0,0,0,0,0,0,18,경남,법인,-,2021
MINI,14,16,25,36,0,0,0,0,0,0,0,0,91,경남,법인,-,2021
Maserati,0,1,1,3,0,0,0,0,0,0,0,0,5,경남,법인,-,2021
Mercedes-Benz,391,385,283,429,0,0,0,0,0,0,0,0,"1,488",경남,법인,-,2021
Peugeot,0,0,5,2,0,0,0,0,0,0,0,0,7,경남,법인,-,2021
Porsche,56,67,78,76,0,0,0,0,0,0,0,0,277,경남,법인,-,2021
Rolls-Royce,4,1,3,3,0,0,0,0,0,0,0,0,11,경남,법인,-,2021
Toyota,0,5,5,11,0,0,0,0,0,0,0,0,21,경남,법인,-,2021
Volkswagen,3,7,4,5,0,0,0,0,0,0,0,0,19,경남,법인,-,2021
Volvo,32,17,35,33,0,0,0,0,0,0,0,0,117,경남,법인,-,2021
Audi,12,8,29,18,0,0,0,0,0,0,0,0,67,제주,법인,-,2021
BMW,40,45,34,39,0,0,0,0,0,0,0,0,158,제주,법인,-,2021
Cadillac,3,4,1,3,0,0,0,0,0,0,0,0,11,제주,법인,-,2021
Chevrolet,2,4,8,4,0,0,0,0,0,0,0,0,18,제주,법인,-,2021
Chrysler,7,15,42,18,0,0,0,0,0,0,0,0,82,제주,법인,-,2021
Citroen,0,1,7,20,0,0,0,0,0,0,0,0,28,제주,법인,-,2021
Ford,4,4,7,18,0,0,0,0,0,0,0,0,33,제주,법인,-,2021
Honda,1,2,5,4,0,0,0,0,0,0,0,0,12,제주,법인,-,2021
Jaguar,1,0,0,0,0,0,0,0,0,0,0,0,1,제주,법인,-,2021
Land Rover,2,3,1,0,0,0,0,0,0,0,0,0,6,제주,법인,-,2021
Lexus,5,4,6,2,0,0,0,0,0,0,0,0,17,제주,법인,-,2021
Lincoln,2,3,5,3,0,0,0,0,0,0,0,0,13,제주,법인,-,2021
MINI,14,17,8,3,0,0,0,0,0,0,0,0,42,제주,법인,-,2021
Maserati,0,0,0,1,0,0,0,0,0,0,0,0,1,제주,법인,-,2021
Mercedes-Benz,69,67,135,166,0,0,0,0,0,0,0,0,437,제주,법인,-,2021
Peugeot,2,0,14,27,0,0,0,0,0,0,0,0,43,제주,법인,-,2021
Porsche,3,1,2,5,0,0,0,0,0,0,0,0,11,제주,법인,-,2021
Toyota,1,4,3,3,0,0,0,0,0,0,0,0,11,제주,법인,-,2021
Volkswagen,18,18,18,13,0,0,0,0,0,0,0,0,67,제주,법인,-,2021
Volvo,20,26,29,23,0,0,0,0,0,0,0,0,98,제주,법인,-,2021
