구분,Jan.,Feb.,Mar.,Apr.,May,Jun.,Jul.,Aug.,Sep.,Oct.,Nov.,Dec.,Total,area,sales_type,age,year
Cadillac,3,3,5,4,6,3,4,4,4,2,5,7,50,서울,법인,-,2018
Chrysler,9,5,2,3,12,10,20,9,14,9,15,32,140,서울,법인,-,2018
Citroen,2,1,1,2,3,1,8,2,3,3,0,0,26,서울,법인,-,2018
Ford,28,16,19,23,16,12,21,21,23,14,15,17,225,서울,법인,-,2018
Honda,3,10,11,10,22,14,9,6,13,12,9,31,150,서울,법인,-,2018
Infiniti,3,2,6,8,4,4,3,2,6,6,3,8,55,서울,법인,-,2018
Jaguar,8,15,12,24,16,17,5,3,14,12,9,14,149,서울,법인,-,2018
Land Rover,20,22,33,22,19,20,24,32,26,13,19,17,267,서울,법인,-,2018
Lexus,34,23,28,19,31,24,21,14,11,73,71,44,393,서울,법인,-,2018
MINI,2,2,10,1,5,13,8,8,7,7,1,48,112,서울,법인,-,2018
Maserati,1,3,2,4,3,7,4,3,3,2,1,3,36,서울,법인,-,2018
Mercedes-Benz,264,202,241,189,226,233,174,138,76,238,344,303,"2,628",서울,법인,-,2018
Nissan,1,3,3,10,12,8,4,2,1,4,3,1,52,서울,법인,-,2018
Peugeot,14,4,11,16,6,9,11,10,12,5,0,15,113,서울,법인,-,2018
Porsche,12,9,5,12,8,19,16,12,4,22,16,3,138,서울,법인,-,2018
Rolls-Royce,1,0,0,0,0,0,0,0,0,0,0,2,3,서울,법인,-,2018
Toyota,44,10,35,31,28,26,20,23,12,18,37,20,304,서울,법인,-,2018
