period,ratio,title,sub_title
2016-01-14,0.013188033594780314,Jaguar,재규어E-PACE
2016-01-15,0.0641801108588087,Jaguar,재규어E-PACE
2016-01-16,0.10676853513668948,Jaguar,재규어E-PACE
2016-01-17,0.025186169421610526,Jaguar,재규어E-PACE
2016-01-18,0.016187567551487866,Jaguar,재규어E-PACE
2016-01-19,0.01018849963807276,Jaguar,재규어E-PACE
2016-01-20,0.003594482840682604,Jaguar,재규어E-PACE
2016-01-21,0.004784380608632708,Jaguar,재규어E-PACE
2016-01-22,0.004189431724657656,Jaguar,재규어E-PACE
2016-01-23,0.003594482840682604,Jaguar,재규어E-PACE
2016-01-24,0.0029747444198752583,Jaguar,재규어E-PACE
2016-01-26,0.0059742783765828105,Jaguar,재규어E-PACE
2016-02-11,0.004189431724657656,Jaguar,재규어E-PACE
2016-02-15,0.004189431724657656,Jaguar,재규어E-PACE
2016-02-18,0.0029747444198752583,Jaguar,재규어E-PACE
2016-03-10,0.0029747444198752583,Jaguar,재규어E-PACE
2016-05-25,0.003594482840682604,Jaguar,재규어E-PACE
2016-07-21,0.003594482840682604,Jaguar,재규어E-PACE
2016-08-24,0.003594482840682604,Jaguar,재규어E-PACE
2016-09-09,0.0029747444198752583,Jaguar,재규어E-PACE
2016-09-11,0.0029747444198752583,Jaguar,재규어E-PACE
2016-09-14,0.0029747444198752583,Jaguar,재규어E-PACE
2016-09-15,0.004784380608632708,Jaguar,재규어E-PACE
2016-10-02,0.004189431724657656,Jaguar,재규어E-PACE
2016-10-10,0.00537932949260776,Jaguar,재규어E-PACE
2017-01-11,0.003594482840682604,Jaguar,재규어E-PACE
2017-01-14,0.0029747444198752583,Jaguar,재규어E-PACE
2017-01-15,0.004189431724657656,Jaguar,재규어E-PACE
2017-01-16,0.0029747444198752583,Jaguar,재규어E-PACE
2017-01-17,0.008378863449315313,Jaguar,재규어E-PACE
2017-01-18,0.004189431724657656,Jaguar,재규어E-PACE
2017-01-19,0.0029747444198752583,Jaguar,재규어E-PACE
2017-01-20,0.0029747444198752583,Jaguar,재규어E-PACE
2017-01-21,0.003594482840682604,Jaguar,재규어E-PACE
2017-01-24,0.00537932949260776,Jaguar,재규어E-PACE
2017-01-26,0.0029747444198752583,Jaguar,재규어E-PACE
2017-01-30,0.0029747444198752583,Jaguar,재규어E-PACE
2017-03-12,0.014377931362730415,Jaguar,재규어E-PACE
2017-03-14,0.28793047030709273,Jaguar,재규어E-PACE
2017-03-15,0.017377465319437967,Jaguar,재규어E-PACE
2017-03-16,0.00537932949260776,Jaguar,재규어E-PACE
2017-03-18,0.003594482840682604,Jaguar,재규어E-PACE
2017-03-19,0.008378863449315313,Jaguar,재규어E-PACE
2017-03-20,0.003594482840682604,Jaguar,재규어E-PACE
2017-03-21,0.00778391456534026,Jaguar,재규어E-PACE
2017-03-22,0.003594482840682604,Jaguar,재규어E-PACE
2017-03-31,0.0029747444198752583,Jaguar,재규어E-PACE
2017-04-01,0.0029747444198752583,Jaguar,재규어E-PACE
2017-04-04,0.0029747444198752583,Jaguar,재규어E-PACE
2017-04-05,0.0029747444198752583,Jaguar,재규어E-PACE
2017-04-06,0.0059742783765828105,Jaguar,재규어E-PACE
2017-04-07,0.004189431724657656,Jaguar,재규어E-PACE
2017-04-08,0.0059742783765828105,Jaguar,재규어E-PACE
